ID,media,site
1,0.19266610309670243,RI
2,0.4570856805031116,MA
3,0.14656839190787208,FA
4,0.1276518519502133,GI
5,0.48073401786386966,FR
6,0.1301273143190089,CB
7,0.37546087372340736,PI
8,0.20068386684243494,BR
9,0.14794443189166487,AR
10,0.09397342479787767,CR
11,0.4024561204016209,HG
12,0.44895788855277574,SA
13,0.24993753340095282,PV
14,0.5947393304423282,LG
15,0.1924420098774135,CZ
16,0.14645953155771085,HV
17,0.10980469292572027,UC
18,0.40868888455855695,CA
19,0.20818994471277946,CO
20,0.34497590536872547,RO
21,0.3331580142242999,OB
22,0.36048489598891675,PR
23,0.6218002336816146,CP
