ID,media,site
1,0.28311961725688517,RI
2,0.549645262396029,MA
3,0.1681083391312523,FA
4,0.23252577996949197,GI
5,0.4963944029015831,FR
6,0.27655808915565455,CB
7,0.4551494647792837,PI
8,0.33084156545691,BR
9,0.25353379318891445,AR
10,0.0993393626670161,CR
11,0.3917546468209239,HG
12,0.42099860258352984,SA
13,0.35095761872663483,PV
14,0.668592021111157,LG
15,0.21882256448482443,CZ
16,0.2236152313442694,HV
17,0.11468871173927911,UC
18,0.3696079845910975,CA
19,0.26575502785392846,CO
20,0.24649729694380543,RO
21,0.35780794171091074,OB
22,0.4620983953563831,PR
23,0.6147168466898923,CP
