ID,media,site
1,0.2677748894578294,RI
2,0.4806678495728053,MA
3,0.14282932062633336,FA
4,0.13454537177458406,GI
5,0.32394840884953735,FR
6,0.12566961672325042,CB
7,0.39710640341420717,PI
8,0.20546875497660574,BR
9,0.14085537118371577,AR
10,0.07149191501084715,CR
11,0.4185503643937409,HG
12,0.3908738354459787,SA
13,0.278731869161129,PV
14,0.6406148950520315,LG
15,0.17510512048611418,CZ
16,0.12366932177845436,HV
17,0.10588641061530082,UC
18,0.39296593894309634,CA
19,0.20633990852496562,CO
20,0.3299091023951769,RO
21,0.3119484743551363,OB
22,0.5433550702455716,PR
23,0.6889469066204933,CP
