ID,media,site
1,0.199863831463613,RI
2,0.40261837393045424,MA
3,0.29307096061252413,FA
4,0.08459713040954536,GI
5,0.45633733743115473,FR
6,0.10076558890028132,CB
7,0.46484973712971334,PI
8,0.14277941236893335,BR
9,0.09085076106222052,AR
10,0.06836332655266712,CR
11,0.4425678923726082,HG
12,0.5051146787073877,SA
13,0.2606962566312991,PV
14,0.592393220890136,LG
15,0.13504719616551147,CZ
16,0.10748675426370219,HV
17,0.10205698758363724,UC
18,0.47992834684095886,CA
19,0.09896789189605486,CO
20,0.43510904766264413,RO
21,0.3724380198277925,OB
22,0.4962227255815551,PR
23,0.6607691063767388,CP
