ID,media,site
1,0.30014106709533894,RI
2,0.4122365424637056,MA
3,0.14363795749119018,FA
4,0.24748533397452693,GI
5,0.4443896150212015,FR
6,0.3913367981006155,CB
7,0.4152483867685032,PI
8,0.2760012343926615,BR
9,0.3510219475512458,AR
10,0.13506781059938328,CR
11,0.36208508311353726,HG
12,0.35983815900566846,SA
13,0.27106896806926584,PV
14,0.5945443536758422,LG
15,0.23671344264967148,CZ
16,0.17179659762118396,HV
17,0.15303818018550572,UC
18,0.2959558593257668,CA
19,0.2634273872865242,CO
20,0.1755427768299061,RO
21,0.334527194446411,OB
22,0.31761055946632094,PR
23,0.5528875299418718,CP
