ID,media,site
1,0.28038707099268945,RI
2,0.5622010618279882,MA
3,0.1467530855265746,FA
4,0.18744003974522153,GI
5,0.4069535934925079,FR
6,0.2079255287133267,CB
7,0.42451270648289,PI
8,0.2671335306663753,BR
9,0.1985406592381852,AR
10,0.08220952651594668,CR
11,0.3974495393037796,HG
12,0.41732625885941516,SA
13,0.31228458183152336,PV
14,0.6519827211702336,LG
15,0.18240094018147338,CZ
16,0.1800929387205873,HV
17,0.09231317575110799,UC
18,0.3827604189493947,CA
19,0.2340407653608256,CO
20,0.30189858806664177,RO
21,0.2959016418775146,OB
22,0.4624312558528764,PR
23,0.683728744174411,CP
