ID,media,site
1,0.4706010424238912,RI
2,0.5806545082073374,MA
3,0.15139315381515772,FA
4,0.23898558034448264,GI
5,0.47847483516355876,FR
6,0.4223526754462924,CB
7,0.409471606053471,PI
8,0.2992179078009143,BR
9,0.40936911397444525,AR
10,0.11859457630673072,CR
11,0.4014227209937245,HG
12,0.34546322933441126,SA
13,0.27365869470483684,PV
14,0.6083335851073265,LG
15,0.21358408339249887,CZ
16,0.1562973255721401,HV
17,0.15153818850202067,UC
18,0.29466096482172877,CA
19,0.27488427197017024,CO
20,0.1543336065064952,RO
21,0.37548320409291375,OB
22,0.3864664762733556,PR
23,0.6096328831292432,CP
