ID,media,site
1,0.14298995179890456,RI
2,0.35252459824849397,MA
3,0.13111381697298558,FA
4,0.09936032056050408,GI
5,0.3029016857035458,FR
6,0.08581375926025683,CB
7,0.36481746585591684,PI
8,0.2035667447996205,BR
9,0.09775790072162635,AR
10,0.05065189386368729,CR
11,0.3920997896930203,HG
12,0.35504597797989845,SA
13,0.2282529777061427,PV
14,0.49655745923519135,LG
15,0.09703011880155828,CZ
16,0.10590032401385635,HV
17,0.0751489567882794,UC
18,0.2792706334185374,CA
19,0.14530954884890562,CO
20,0.2557332836200173,RO
21,0.2173651223884353,OB
22,0.384089196817233,PR
23,0.5369202121137044,CP
