ID,media,site
1,0.2063970104142835,RI
2,0.41046633514074177,MA
3,0.15925911731854384,FA
4,0.13283888064324856,GI
5,0.3156760186888278,FR
6,0.11948629936698495,CB
7,0.3768529308181775,PI
8,0.222609014226458,BR
9,0.12534589018905534,AR
10,0.07401749840937555,CR
11,0.40555360428988935,HG
12,0.3591214200625053,SA
13,0.26123347524553536,PV
14,0.551469632669499,LG
15,0.13959562093950809,CZ
16,0.10311224820428304,HV
17,0.1088380625831034,UC
18,0.32235731646607196,CA
19,0.18441135216599855,CO
20,0.28370880206425986,RO
21,0.24150279673594463,OB
22,0.4114721961892568,PR
23,0.5729242536024406,CP
