ID,media,site
1,0.18481155206696898,RI
2,0.4480409349004428,MA
3,0.14002554077101317,FA
4,0.1276088279671967,GI
5,0.4524788994342089,FR
6,0.1317939543197686,CB
7,0.3639405782841429,PI
8,0.19714317069603846,BR
9,0.14768027788959442,AR
10,0.08655177196487784,CR
11,0.4082477282732725,HG
12,0.4449072268146735,SA
13,0.2416374926455319,PV
14,0.573978975023094,LG
15,0.18044556004460902,CZ
16,0.13351710628765293,HV
17,0.09765589810153351,UC
18,0.3965698951218702,CA
19,0.20676757156466827,CO
20,0.3569560761501392,RO
21,0.33257377515488035,OB
22,0.34103659234749967,PR
23,0.6514539530214208,CP
