ID,media,site
1,0.18788069721899534,RI
2,0.40444099009037016,MA
3,0.32063745317004977,FA
4,0.0832122199030386,GI
5,0.40621069112890645,FR
6,0.09563703307261069,CB
7,0.469212092067066,PI
8,0.13862840902237666,BR
9,0.08244245411141922,AR
10,0.06570403395514739,CR
11,0.4672826498746872,HG
12,0.4749405442012681,SA
13,0.2916552573442459,PV
14,0.5446669728983016,LG
15,0.12341297898245485,CZ
16,0.09942526036971494,HV
17,0.10708444296485847,UC
18,0.4629280552464096,CA
19,0.1008496791833923,CO
20,0.4627003052404949,RO
21,0.3413256093075401,OB
22,0.45670951973824275,PR
23,0.6395731625102815,CP
