ID,media,site
1,0.15044244025882922,RI
2,0.34107289612293246,MA
3,0.21513225084968976,FA
4,0.08621290160550012,GI
5,0.4524945561823092,FR
6,0.09601702334152327,CB
7,0.37918606400489807,PI
8,0.15558463441474096,BR
9,0.08353514126256893,AR
10,0.07277402203334005,CR
11,0.383396115899086,HG
12,0.4665010679099295,SA
13,0.23826009427246295,PV
14,0.5581867723237901,LG
15,0.14408811122963303,CZ
16,0.11653225516018115,HV
17,0.09892867029541069,UC
18,0.4309541414442815,CA
19,0.09303071953001477,CO
20,0.4312185726705052,RO
21,0.39934378783953817,OB
22,0.30237080511592684,PR
23,0.770189989180792,CP
