ID,media,site
1,0.11417079452229173,RI
2,0.3530251532793045,MA
3,0.2404367099793273,FA
4,0.06776164700012385,GI
5,0.284200504030052,FR
6,0.06318978353455248,CB
7,0.4375449768022487,PI
8,0.10416835440056664,BR
9,0.0423047528357098,AR
10,0.04126298726585351,CR
11,0.4304211173206568,HG
12,0.35367077754603493,SA
13,0.23496417132647415,PV
14,0.44916466446149916,LG
15,0.05607317332147719,CZ
16,0.05666383535993334,HV
17,0.08908243435952398,UC
18,0.3420933712469904,CA
19,0.07690537481435708,CO
20,0.3631901571615821,RO
21,0.1986047492215508,OB
22,0.38188539409921285,PR
23,0.5534049045471918,CP
