ID,media,site
1,0.36546153148796895,RI
2,0.45289344442931373,MA
3,0.1636130769584328,FA
4,0.2283796431334722,GI
5,0.4778801868969757,FR
6,0.40852039957654473,CB
7,0.40847155797828827,PI
8,0.3153171107548649,BR
9,0.3762597264996344,AR
10,0.1202784471441325,CR
11,0.3921901380612501,HG
12,0.3453637249901038,SA
13,0.28625462857772416,PV
14,0.5168057710468769,LG
15,0.18990058749256372,CZ
16,0.1091104986119767,HV
17,0.13962159040882385,UC
18,0.25728155943649483,CA
19,0.22524503448794625,CO
20,0.11748115794055031,RO
21,0.3257471785120764,OB
22,0.32507285644792844,PR
23,0.5027493652874666,CP
