ID,media,site
1,0.3247333759791218,RI
2,0.5909925590949043,MA
3,0.14578196477780764,FA
4,0.2156615516550507,GI
5,0.45670538871914523,FR
6,0.26899719135615624,CB
7,0.43959307809263376,PI
8,0.30646204723952675,BR
9,0.2823700935909925,AR
10,0.0868439917767694,CR
11,0.38719227275799345,HG
12,0.389697359601973,SA
13,0.32981221286186285,PV
14,0.6795675585215742,LG
15,0.19762928346260955,CZ
16,0.19244128544593142,HV
17,0.10564352012278078,UC
18,0.36077245852204076,CA
19,0.22621350617597277,CO
20,0.2478304049367919,RO
21,0.320559742478415,OB
22,0.42564777674105686,PR
23,0.6787975224508092,CP
