ID,media,site
1,0.18283245438023618,RI
2,0.4153768248856068,MA
3,0.24059618370873587,FA
4,0.09389351722266939,GI
5,0.3384522732935454,FR
6,0.0832240713449816,CB
7,0.440281217819766,PI
8,0.1559260274682726,BR
9,0.08056859446591452,AR
10,0.06207561336065594,CR
11,0.3808721546083689,HG
12,0.40357091360621983,SA
13,0.249844029545784,PV
14,0.6154680819738478,LG
15,0.15388210117816925,CZ
16,0.10386368024506067,HV
17,0.10098740520576636,UC
18,0.42961875741419037,CA
19,0.10244491767315637,CO
20,0.4213637993449256,RO
21,0.37509069238838394,OB
22,0.500979353984197,PR
23,0.7900910973548889,CP
