ID,media,site
1,0.2849235525877958,RI
2,0.46017635053834,MA
3,0.15220280291938806,FA
4,0.17353653545416464,GI
5,0.36919424120868954,FR
6,0.19298944816129346,CB
7,0.39336691567695686,PI
8,0.29078916233428365,BR
9,0.16026421715106282,AR
10,0.08146289176969773,CR
11,0.3790959707753999,HG
12,0.35917355325715294,SA
13,0.29659634281482017,PV
14,0.5910203481020209,LG
15,0.16257776721145145,CZ
16,0.19024310422934254,HV
17,0.09962937780867585,UC
18,0.3359344673676374,CA
19,0.22746121301833128,CO
20,0.2701314682677641,RO
21,0.2716168661737877,OB
22,0.4424444633072981,PR
23,0.6070769715965751,CP
