ID,media,site
1,0.20127324316697784,RI
2,0.4795888784604195,MA
3,0.1364055372006889,FA
4,0.12590137189254164,GI
5,0.40183374071493744,FR
6,0.12342455365792318,CB
7,0.3806926459545576,PI
8,0.19680234565375707,BR
9,0.14076978771481663,AR
10,0.0732079562934814,CR
11,0.4127851984463632,HG
12,0.43899174416676545,SA
13,0.2590684934519231,PV
14,0.5908287579291746,LG
15,0.17420382786076516,CZ
16,0.11384084087478209,HV
17,0.09041468072918397,UC
18,0.4140708337573311,CA
19,0.21569208877208906,CO
20,0.3688148793205619,RO
21,0.3283618497131746,OB
22,0.3931187941477849,PR
23,0.6855533582230027,CP
