ID,media,site
1,0.24488747098974967,RI
2,0.4209314093077924,MA
3,0.15554885764995663,FA
4,0.16752745227181706,GI
5,0.37555940185274395,FR
6,0.18458843374186001,CB
7,0.3892144134171821,PI
8,0.30184837818333055,BR
9,0.14312171157981668,AR
10,0.08225550807775617,CR
11,0.3741424420050212,HG
12,0.3569211819391141,SA
13,0.29335531041026114,PV
14,0.5364292714349385,LG
15,0.1455060028024125,CZ
16,0.15834418638289868,HV
17,0.10013166904470629,UC
18,0.31263468775432557,CA
19,0.2172840088631751,CO
20,0.24944639483750877,RO
21,0.23581403812780724,OB
22,0.37562785044770336,PR
23,0.544076702697983,CP
