ID,media,site
1,0.16907987982725328,RI
2,0.35156698623872074,MA
3,0.12669666222294024,FA
4,0.1428634009042949,GI
5,0.33891936366047176,FR
6,0.13346473061429104,CB
7,0.36700119449082635,PI
8,0.2628938476951366,BR
9,0.11714445845223963,AR
10,0.056569847422302026,CR
11,0.35913801962775843,HG
12,0.3411832121682578,SA
13,0.26760054641137165,PV
14,0.4785851573561157,LG
15,0.10913677910323076,CZ
16,0.17429255393025497,HV
17,0.06640415872574192,UC
18,0.2760650777041023,CA
19,0.17690465499698702,CO
20,0.21848266222986945,RO
21,0.23576144724456446,OB
22,0.3813304468662076,PR
23,0.5423648814207682,CP
