ID,media,site
1,0.26216064511129683,RI
2,0.49417157368165504,MA
3,0.16909416228344737,FA
4,0.22801802000831695,GI
5,0.4734929319518276,FR
6,0.23973303906379256,CB
7,0.44871354301692185,PI
8,0.33375554664347035,BR
9,0.23789114340450143,AR
10,0.09590387041828344,CR
11,0.39527112862118813,HG
12,0.39590397130721694,SA
13,0.36640815107792335,PV
14,0.5918622798733897,LG
15,0.21045352986370136,CZ
16,0.23307281963578944,HV
17,0.1098924360934276,UC
18,0.36626127386572443,CA
19,0.23208283771055574,CO
20,0.24841889038953743,RO
21,0.3650266997671376,OB
22,0.4680944218371923,PR
23,0.6353089261646323,CP
