ID,media,site
1,0.20481672173554308,RI
2,0.49398515348212196,MA
3,0.14883136111351078,FA
4,0.18248014070592747,GI
5,0.465063636302948,FR
6,0.2066309666548845,CB
7,0.39887486939885836,PI
8,0.251330450093946,BR
9,0.18547501793929508,AR
10,0.10031497025474734,CR
11,0.3815605616995266,HG
12,0.42482175412534295,SA
13,0.2866230518051556,PV
14,0.6144574540953397,LG
15,0.19344372816126923,CZ
16,0.2014370735374872,HV
17,0.10433714934201403,UC
18,0.3837378767731769,CA
19,0.2279886687795321,CO
20,0.3096403787175646,RO
21,0.30187050642424756,OB
22,0.37968795430227364,PR
23,0.605134837698795,CP
