ID,media,site
1,0.36433994877211845,RI
2,0.5610756769153467,MA
3,0.14938909868886605,FA
4,0.2074672344009463,GI
5,0.44754689762109445,FR
6,0.27319403105913154,CB
7,0.4421665503258585,PI
8,0.32309537697344637,BR
9,0.2625455737314364,AR
10,0.08486513016165219,CR
11,0.3803150221186725,HG
12,0.36728062786778826,SA
13,0.33207656426666665,PV
14,0.6689626683855986,LG
15,0.19461203311350506,CZ
16,0.1999146087435148,HV
17,0.11294731300156087,UC
18,0.3480960743992655,CA
19,0.23327706438807633,CO
20,0.23861126960599585,RO
21,0.3235029940469525,OB
22,0.4481716659397651,PR
23,0.6628520036372206,CP
