ID,media,site
1,0.1971813331817826,RI
2,0.35928390379935216,MA
3,0.12181279690542933,FA
4,0.16071334145948016,GI
5,0.35759644830434384,FR
6,0.17099641847919253,CB
7,0.4070786806881099,PI
8,0.29480061271167357,BR
9,0.16812778301013906,AR
10,0.05929130412534707,CR
11,0.34706825429361454,HG
12,0.3122724796686867,SA
13,0.3003610480930774,PV
14,0.45152925242754544,LG
15,0.13199153166490638,CZ
16,0.17459099379068774,HV
17,0.08006922389490727,UC
18,0.26650685637569793,CA
19,0.175129223677416,CO
20,0.1764463703041618,RO
21,0.2804387430481326,OB
22,0.3609956278265973,PR
23,0.5505599125425737,CP
