ID,media,site
1,0.1718308253661741,RI
2,0.3933771598415497,MA
3,0.15972113856617864,FA
4,0.12274955362081527,GI
5,0.3311645476147532,FR
6,0.10277361882691377,CB
7,0.3753863927684253,PI
8,0.23090483348530072,BR
9,0.132924876420293,AR
10,0.07507806271314621,CR
11,0.41229930175468327,HG
12,0.396054333792283,SA
13,0.26084555773995816,PV
14,0.5395750297527564,LG
15,0.1354660456376223,CZ
16,0.14254842460438422,HV
17,0.094264064734224,UC
18,0.34351064807063414,CA
19,0.16894755445611784,CO
20,0.3174174963931243,RO
21,0.26231122309271293,OB
22,0.4337461850582025,PR
23,0.5837807953596498,CP
