ID,media,site
1,0.32805830495169336,RI
2,0.47952310798444164,MA
3,0.14849304865809898,FA
4,0.1927569700126198,GI
5,0.4191197332324861,FR
6,0.24934874373344101,CB
7,0.4218900970973615,PI
8,0.3256979755555781,BR
9,0.22357075781667535,AR
10,0.08186359223687932,CR
11,0.3701132094794059,HG
12,0.3413120820453972,SA
13,0.32052628690088963,PV
14,0.5803811015537033,LG
15,0.1801647476267639,CZ
16,0.1970755509440861,HV
17,0.11392579310404036,UC
18,0.3228155758905159,CA
19,0.22958176309308306,CO
20,0.2377499994459499,RO
21,0.3073199161937317,OB
22,0.40525466159511453,PR
23,0.6035022485317686,CP
