ID,media,site
1,0.25577201254749565,RI
2,0.5334188863635063,MA
3,0.1678640924429976,FA
4,0.19730553840790158,GI
5,0.47388096341065,FR
6,0.21889698581006167,CB
7,0.4242513059456458,PI
8,0.2960134731740925,BR
9,0.18265428104570933,AR
10,0.09805386669589261,CR
11,0.4091261477981295,HG
12,0.4525613535580964,SA
13,0.320599845881973,PV
14,0.6677335727148216,LG
15,0.19368558971147085,CZ
16,0.21751931136664512,HV
17,0.0991709467145318,UC
18,0.4018905342911074,CA
19,0.2573011044619812,CO
20,0.28604087076744455,RO
21,0.3312919084610564,OB
22,0.5044034475970535,PR
23,0.6159505328246752,CP
