ID,media,site
1,0.222838603478821,RI
2,0.46189584124546784,MA
3,0.17762053619466117,FA
4,0.13363108038902283,GI
5,0.38994819987565277,FR
6,0.12913780259646335,CB
7,0.4127105376860009,PI
8,0.238997812788838,BR
9,0.14620595544110984,AR
10,0.08669199768337421,CR
11,0.43113482031039896,HG
12,0.45718507354076093,SA
13,0.29518232569098474,PV
14,0.6151654692856889,LG
15,0.17724386999034322,CZ
16,0.167966788728969,HV
17,0.09835004044661322,UC
18,0.4341679209536767,CA
19,0.18673585083049077,CO
20,0.3435110601906975,RO
21,0.34345712248660343,OB
22,0.5008545168317281,PR
23,0.6215769505271544,CP
