ID,media,site
1,0.3272893556271689,RI
2,0.4275954303909208,MA
3,0.15456741309410427,FA
4,0.21811744864370303,GI
5,0.44501750431095405,FR
6,0.36927075751634714,CB
7,0.3837033360584,PI
8,0.3052612128700927,BR
9,0.35764001867302714,AR
10,0.11412072782051848,CR
11,0.3771863426304109,HG
12,0.33208316502299023,SA
13,0.27522808667964527,PV
14,0.5004870497763156,LG
15,0.18977644170241165,CZ
16,0.13022990938351162,HV
17,0.13938180602656994,UC
18,0.2641342486265538,CA
19,0.24180683911553558,CO
20,0.16544144131853408,RO
21,0.32668373928705774,OB
22,0.32702245895445403,PR
23,0.5088948938065204,CP
