ID,media,site
1,0.39630381068655146,RI
2,0.5044216078633534,MA
3,0.1525147008517757,FA
4,0.22665776350390118,GI
5,0.44915602590322684,FR
6,0.3883518434201996,CB
7,0.38608266465460345,PI
8,0.3012659221427493,BR
9,0.37807923396841686,AR
10,0.11390156357725055,CR
11,0.38261635488161466,HG
12,0.3305768543478273,SA
13,0.2701159453218276,PV
14,0.5446939105331898,LG
15,0.20116894683634887,CZ
16,0.1555035094100413,HV
17,0.14562286041210593,UC
18,0.2794383292958378,CA
19,0.26126181881687643,CO
20,0.16705524204847663,RO
21,0.35654513397441506,OB
22,0.3600975588636577,PR
23,0.5631927975078308,CP
