ID,media,site
1,0.189093033341985,RI
2,0.4384880498051643,MA
3,0.2836941537402925,FA
4,0.10587239886323611,GI
5,0.35264701592294795,FR
6,0.08862437028437853,CB
7,0.4149166220112851,PI
8,0.1477981529065541,BR
9,0.0643925272712582,AR
10,0.06373718037809196,CR
11,0.41474015489220617,HG
12,0.4090765110320515,SA
13,0.27907299681713704,PV
14,0.5307727938606626,LG
15,0.11331612670696095,CZ
16,0.04839881009569293,HV
17,0.11538781060112847,UC
18,0.3861887892218013,CA
19,0.10204208615635123,CO
20,0.3650837102904916,RO
21,0.2128373476627626,OB
22,0.3811002937810762,PR
23,0.5994976815723237,CP
