ID,media,site
1,0.3154174331682563,RI
2,0.4825570049647844,MA
3,0.13960873520432507,FA
4,0.24459698183824338,GI
5,0.46032405348884364,FR
6,0.40414403887355316,CB
7,0.3910854257991546,PI
8,0.27486676864355686,BR
9,0.39932443491616254,AR
10,0.12307935250093953,CR
11,0.3928214831491851,HG
12,0.35494390711046175,SA
13,0.25973070880201227,PV
14,0.5926611236214637,LG
15,0.2258437156858605,CZ
16,0.15582620390823207,HV
17,0.14174881959068084,UC
18,0.2920341330198237,CA
19,0.2580790025504392,CO
20,0.1561822850518924,RO
21,0.3467925980154532,OB
22,0.33007079362080793,PR
23,0.58207271315472,CP
