ID,media,site
1,0.3347089560224842,RI
2,0.45430309006830505,MA
3,0.1600072848743413,FA
4,0.19669411854765076,GI
5,0.43892882718362763,FR
6,0.2670443797676573,CB
7,0.44793641949527857,PI
8,0.3444173196718718,BR
9,0.21026113182542067,AR
10,0.08377851305810351,CR
11,0.377636506413758,HG
12,0.3544218832520163,SA
13,0.3310961854829209,PV
14,0.5383485114903419,LG
15,0.1720665869685661,CZ
16,0.15171693456109747,HV
17,0.11581906354272017,UC
18,0.3046773711255022,CA
19,0.19568485529067148,CO
20,0.17239520352815166,RO
21,0.2711777957014513,OB
22,0.3563315971431364,PR
23,0.5336133339457237,CP
