ID,media,site
1,0.24892096131454022,RI
2,0.4234169793162642,MA
3,0.1533609323998082,FA
4,0.16793689985984359,GI
5,0.36935752234288627,FR
6,0.1812587827671348,CB
7,0.3840542620304844,PI
8,0.29570685545575687,BR
9,0.14665203728313958,AR
10,0.08148922191965098,CR
11,0.37402988757405964,HG
12,0.354164708191636,SA
13,0.28643362551927565,PV
14,0.5427517833489945,LG
15,0.14888663419680243,CZ
16,0.17401237332391742,HV
17,0.09864839453869288,UC
18,0.31341866177866573,CA
19,0.2268107498685519,CO
20,0.277254290584117,RO
21,0.2488129147213329,OB
22,0.3943644149343395,PR
23,0.5640405894168679,CP
