ID,media,site
1,0.2558458694805337,RI
2,0.5690957950817427,MA
3,0.1422916523924169,FA
4,0.21620830709671165,GI
5,0.44745766779384283,FR
6,0.26160233291832413,CB
7,0.4129274440841156,PI
8,0.2870116170782309,BR
9,0.28081047827896627,AR
10,0.08928361677379663,CR
11,0.38313175253334303,HG
12,0.38882353631364314,SA
13,0.3147018212672288,PV
14,0.6426095734168957,LG
15,0.19985908172597552,CZ
16,0.19318072470764275,HV
17,0.09937897510863782,UC
18,0.35910693341777156,CA
19,0.21275732209221623,CO
20,0.2538334882842587,RO
21,0.31542581485178417,OB
22,0.37059191356484705,PR
23,0.6508050794901254,CP
