ID,media,site
1,0.4344308861552146,RI
2,0.4973369739563614,MA
3,0.17126011135596783,FA
4,0.2463179381132012,GI
5,0.5347696810948915,FR
6,0.4572755638856817,CB
7,0.4191285458174955,PI
8,0.32497549150663196,BR
9,0.4062375884246058,AR
10,0.12519316389182186,CR
11,0.4165193264347826,HG
12,0.3722055579283214,SA
13,0.2569463422979744,PV
14,0.521861772441864,LG
15,0.18911039520563083,CZ
16,0.09617292460444248,HV
17,0.12263211935791066,UC
18,0.24956183414284763,CA
19,0.21937451754194157,CO
20,0.10513700798358167,RO
21,0.32562037968501606,OB
22,0.32435865455833024,PR
23,0.5021503482616038,CP
