ID,media,site
1,0.33842849992394164,RI
2,0.44222436340351123,MA
3,0.1526784847601666,FA
4,0.21903503737696017,GI
5,0.4406440878315112,FR
6,0.36649872977650605,CB
7,0.37755998056204826,PI
8,0.3024899440420517,BR
9,0.3599664483817775,AR
10,0.11246926081186917,CR
11,0.3756665855249006,HG
12,0.3288834606347656,SA
13,0.26793545475307357,PV
14,0.50595165579319,LG
15,0.1925309268792635,CZ
16,0.14453305399143218,HV
17,0.13937320518322324,UC
18,0.26890294440591567,CA
19,0.2528968439088389,CO
20,0.18664636648167743,RO
21,0.33629109448167127,OB
22,0.337281867083916,PR
23,0.5279722167789798,CP
