ID,media,site
1,0.250971146996539,RI
2,0.5487704033397401,MA
3,0.16073884178070166,FA
4,0.22500585429489042,GI
5,0.5088318216649792,FR
6,0.27649355156030747,CB
7,0.45434707563006166,PI
8,0.3201224494080704,BR
9,0.2629929155795069,AR
10,0.10190872771113174,CR
11,0.38007972736053075,HG
12,0.4233723679782858,SA
13,0.3426477520811821,PV
14,0.6831014752871805,LG
15,0.22012464474340912,CZ
16,0.21760749773137153,HV
17,0.11791734556003977,UC
18,0.3669006273559751,CA
19,0.26269805543243696,CO
20,0.25475894358051027,RO
21,0.3403807284537321,OB
22,0.4277036214151826,PR
23,0.6093333713913288,CP
