ID,media,site
1,0.14198980911781914,RI
2,0.3718104735016823,MA
3,0.2880345566996506,FA
4,0.08129874389204714,GI
5,0.3180945570531644,FR
6,0.08219103623802464,CB
7,0.4286612774196424,PI
8,0.14022211588564373,BR
9,0.05573718019418026,AR
10,0.06341154383201349,CR
11,0.4557161174714565,HG
12,0.40432633211215335,SA
13,0.28772359008067533,PV
14,0.4873612778527396,LG
15,0.09770390195281882,CZ
16,0.0960526299711905,HV
17,0.09914229127267997,UC
18,0.4106911634536166,CA
19,0.09098678632151513,CO
20,0.4395775592752865,RO
21,0.25144413662584203,OB
22,0.41810137317294166,PR
23,0.6002159516016642,CP
