ID,media,site
1,0.22389670197345032,RI
2,0.497331440830842,MA
3,0.1641551758464728,FA
4,0.12923353929072617,GI
5,0.4938276095315814,FR
6,0.1316299974635432,CB
7,0.40229922891417635,PI
8,0.21256097711813757,BR
9,0.1518849954009056,AR
10,0.0943211225559935,CR
11,0.42271528113633394,HG
12,0.4754887939645694,SA
13,0.25819132663309574,PV
14,0.6445555086982878,LG
15,0.19672666201367975,CZ
16,0.1516315574180099,HV
17,0.10836349918118006,UC
18,0.4267194404537919,CA
19,0.22239913963354552,CO
20,0.3330759924153487,RO
21,0.34746843095444424,OB
22,0.4915211427097137,PR
23,0.6212310081300063,CP
