ID,media,site
1,0.41712084526005083,RI
2,0.5134081368565176,MA
3,0.17187003318880065,FA
4,0.21774173568960897,GI
5,0.483698241813462,FR
6,0.29135992917928466,CB
7,0.4451894160324843,PI
8,0.3506377342411538,BR
9,0.2309095096772373,AR
10,0.08288297557552891,CR
11,0.3938855517293103,HG
12,0.3799240409165241,SA
13,0.2899915184531866,PV
14,0.5493540512760738,LG
15,0.18095487175649477,CZ
16,0.142095673122325,HV
17,0.10089225269165619,UC
18,0.3013410737832925,CA
19,0.1860678050974974,CO
20,0.16011071846724212,RO
21,0.27114798306669957,OB
22,0.35631602810686813,PR
23,0.53290248615928415,CP
