ID,media,site
1,0.2811243882709251,RI
2,0.42239627629623433,MA
3,0.16437710271198303,FA
4,0.23822817355391582,GI
5,0.4474954626737081,FR
6,0.38342104452937775,CB
7,0.41799822200544284,PI
8,0.31970281777272663,BR
9,0.38870961759884537,AR
10,0.13347782135707048,CR
11,0.3963869302529862,HG
12,0.38531857808746117,SA
13,0.31302323546582633,PV
14,0.55793938883543015,LG
15,0.2432783707597829,CZ
16,0.1789723982000495,HV
17,0.1438319560113127,UC
18,0.31065966792718186,CA
19,0.2766047404946067,CO
20,0.1665411524361823,RO
21,0.3975411397821535,OB
22,0.39648526737571277,PR
23,0.5952187239626759,CP
