ID,media,site
1,0.19366864380792956,RI
2,0.40158947313067606,MA
3,0.14653088801703548,FA
4,0.17021977671839553,GI
5,0.3752808010578155,FR
6,0.15558196393069235,CB
7,0.38575601554208105,PI
8,0.29339449692455083,BR
9,0.15213984908136938,AR
10,0.07925888281477066,CR
11,0.38180422897849764,HG
12,0.37643688334815806,SA
13,0.3021291725550379,PV
14,0.5310101151133383,LG
15,0.1495595442743513,CZ
16,0.2082713111621243,HV
17,0.08503276915011652,UC
18,0.3280641047366027,CA
19,0.2028464812733647,CO
20,0.2666040020337128,RO
21,0.2807782647315036,OB
22,0.42982075001274406,PR
23,0.5953158078631958,CP
