ID,media,site
1,0.20209872873523568,RI
2,0.41469969906103915,MA
3,0.16294354557475024,FA
4,0.13396229494828732,GI
5,0.32472398709505795,FR
6,0.12294752746113116,CB
7,0.3825522138725353,PI
8,0.22907013398332474,BR
9,0.12469217460602522,AR
10,0.07570560318417847,CR
11,0.403104264754802,HG
12,0.3641639286891008,SA
13,0.26725245285779237,PV
14,0.5493667070802889,LG
15,0.13261080299271272,CZ
16,0.084163819795218,HV
17,0.11100938859619672,UC
18,0.32301089474106137,CA
19,0.17821877096325922,CO
20,0.2646506173412005,RO
21,0.2210011784505995,OB
22,0.3956779053864571,PR
23,0.5576384906203319,CP
