ID,media,site
1,0.2922447382817777,RI
2,0.45687853860653055,MA
3,0.1621412018637599,FA
4,0.17657528302214784,GI
5,0.3990942202295576,FR
6,0.20913111183431335,CB
7,0.41259809926650004,PI
8,0.3129986046173469,BR
9,0.14771621781800476,AR
10,0.08340937688656022,CR
11,0.3838499264419079,HG
12,0.37381296780431406,SA
13,0.3095499268387045,PV
14,0.5625638722873932,LG
15,0.14904547294591095,CZ
16,0.14229206064936245,HV
17,0.10145842826750595,UC
18,0.3285548682959581,CA
19,0.19032363347052725,CO
20,0.19886587783174672,RO
21,0.2338640216301101,OB
22,0.3744061180031416,PR
23,0.5391331071648018,CP
