ID,media,site
1,0.23700594964824365,RI
2,0.4836115313030906,MA
3,0.16780332930380804,FA
4,0.19376311755214615,GI
5,0.44723275252750944,FR
6,0.18993400320020934,CB
7,0.4162916762690092,PI
8,0.3034544230215043,BR
9,0.17074894842824764,AR
10,0.09236660650312212,CR
11,0.405256845418896,HG
12,0.4262901808338604,SA
13,0.33694549671241214,PV
14,0.6181310665840544,LG
15,0.18195401895095475,CZ
16,0.22827891422573224,HV
17,0.09419897560358302,UC
18,0.39553466681602667,CA
19,0.22523560629536707,CO
20,0.2913673758759337,RO
21,0.33280590943615423,OB
22,0.497279708778392,PR
23,0.6296293690407846,CP
