ID,media,site
1,0.23867700470587874,RI
2,0.5023961816078577,MA
3,0.13775505338059235,FA
4,0.12929273815825582,GI
5,0.3650866039097309,FR
6,0.12216749331542538,CB
7,0.3951555229251898,PI
8,0.19957303016995773,BR
9,0.14303499704692513,AR
10,0.07032717566471547,CR
11,0.416645553521812,HG
12,0.4242394853096742,SA
13,0.2772977349348366,PV
14,0.6300381869077682,LG
15,0.17375467268866487,CZ
16,0.11143013250224199,HV
17,0.09725851103474822,UC
18,0.41303882125435,CA
19,0.21941666123576653,CO
20,0.36259887101749577,RO
21,0.3243100362818075,OB
22,0.5075933300913908,PR
23,0.7063275271405777,CP
