ID,media,site
1,0.2880306702035551,RI
2,0.4299169395035103,MA
3,0.14840212528808758,FA
4,0.186169751910908,GI
5,0.41078854175402396,FR
6,0.2349139012120036,CB
7,0.41568679828490557,PI
8,0.3276728389617533,BR
9,0.20280970328287046,AR
10,0.08096794585091253,CR
11,0.3660780645706514,HG
12,0.3362494228751796,SA
13,0.31294836950038885,PV
14,0.521859426390041,LG
15,0.16836787608954878,CZ
16,0.18123202454631349,HV
17,0.11316531007297147,UC
18,0.30743860714078236,CA
19,0.2278175783304932,CO
20,0.2514826986471556,RO
21,0.28457853017756957,OB
22,0.3704657638206696,PR
23,0.5618276880212272,CP
