ID,media,site
1,0.16406179258697912,RI
2,0.32559321746230124,MA
3,0.2338454643530505,FA
4,0.08718942498995198,GI
5,0.507347857481555,FR
6,0.1020537612752782,CB
7,0.3952426055544301,PI
8,0.15146389922925405,BR
9,0.08773531137328398,AR
10,0.07915415654056951,CR
11,0.38787499219179156,HG
12,0.4766818889313274,SA
13,0.24262630782629313,PV
14,0.5689360882554736,LG
15,0.1538385368491474,CZ
16,0.12054600801907088,HV
17,0.11390555236074659,UC
18,0.42315465917712763,CA
19,0.10144392933164324,CO
20,0.41011197048993336,RO
21,0.3832831806258151,OB
22,0.326215352330889,PR
23,0.7293314735094706,CP
