ID,media,site
1,0.2153660204464522,RI
2,0.5246678746973203,MA
3,0.14443237863591862,FA
4,0.21819273170949832,GI
5,0.4604566034306831,FR
6,0.266715863342632,CB
7,0.3977483977983803,PI
8,0.2854072611587934,BR
9,0.2685432353210223,AR
10,0.09873395545374868,CR
11,0.3699458044116633,HG
12,0.383737117882557,SA
13,0.3020489800028056,PV
14,0.6160441626395498,LG
15,0.20481439839431625,CZ
16,0.20090948793268393,HV
17,0.10674302499836531,UC
18,0.34587391808993856,CA
19,0.21090526131395335,CO
20,0.2562980756868827,RO
21,0.31194362256867,OB
22,0.3506170300623545,PR
23,0.6176090000379377,CP
