ID,media,site
1,0.22949293435791904,RI
2,0.5417696476656165,MA
3,0.14249289664834486,FA
4,0.1850578493663463,GI
5,0.41866515087229866,FR
6,0.20407617503232348,CB
7,0.40611192290724696,PI
8,0.25090131600642335,BR
9,0.19663199470511505,AR
10,0.08486265659027695,CR
11,0.39710513404437475,HG
12,0.42257976086660365,SA
13,0.2892495920402663,PV
14,0.6109697064540905,LG
15,0.18457516766656404,CZ
16,0.1825510177419677,HV
17,0.0863083311222991,UC
18,0.38201765979333274,CA
19,0.223381142773562,CO
20,0.30998976656043703,RO
21,0.2987748426646831,OB
22,0.3844868803615344,PR
23,0.6569240249604944,CP
