ID,media,site
1,0.16228947004205302,RI
2,0.4076175719499588,MA
3,0.27629293004671734,FA
4,0.10601523021856944,GI
5,0.3352237641811371,FR
6,0.08912741703291734,CB
7,0.4036606060046899,PI
8,0.1539662004936309,BR
9,0.06618251161355722,AR
10,0.06475976089897909,CR
11,0.4089648317545652,HG
12,0.39490536434782875,SA
13,0.2614028783220994,PV
14,0.5038878477755047,LG
15,0.11282563327174437,CZ
16,0.0528655331581831,HV
17,0.11418315137012137,UC
18,0.37584464408849416,CA
19,0.11694961325043723,CO
20,0.3603586692895208,RO
21,0.21817333878655182,OB
22,0.38111074304296855,PR
23,0.598252827212924,CP
