ID,media,site
1,0.1541942059993744,RI
2,0.37217899337410926,MA
3,0.21277697748016744,FA
4,0.0851937010884285,GI
5,0.40684595704078674,FR
6,0.08126981225278643,CB
7,0.40894629923920883,PI
8,0.16738904409465336,BR
9,0.07570227813955985,AR
10,0.06419929567920535,CR
11,0.3603836581110954,HG
12,0.45021961877743405,SA
13,0.2509477134597929,PV
14,0.5819072851112911,LG
15,0.14510490764912806,CZ
16,0.11163157616790972,HV
17,0.08945073828929001,UC
18,0.46353525276246826,CA
19,0.0915595211443447,CO
20,0.449793642830281,RO
21,0.4212494665070584,OB
22,0.34598888031073977,PR
23,0.7946893374125162,CP
