CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,PF1,PF3,PF4,PF5,PF6,PF7,PF8
55,Terni,32,Terni,55032,550320000059,260,119,141,11,10,6,9,12,18,8,9,20,27,25,16,17,10,14,48,8,3,2,5,6,10,4,5,9,6,10,11,12,4,6,18,3,7,4,4,6,8,4,4,11,21,15,5,5,6,8,30,241,108,133,11,46,60,84,40,1,14,38,38,17,10,32,22,46,23,95,51,44,17,86,71,8,46,28,9,40,43,55,32,23,86,37,49,34,41,11,26,9,17,60,28,32,10,75,1,5,32,0,5,43,1,40,19,21,135,62,40,18,12,2,1
55,Terni,32,Terni,55032,550320000060,333,153,180,14,20,17,16,20,22,24,18,21,38,25,25,20,15,13,25,6,9,8,5,7,14,10,10,9,15,13,13,10,10,4,10,8,11,9,11,13,8,14,8,12,23,12,12,10,5,9,15,303,138,165,10,21,80,127,65,4,8,34,60,32,6,13,46,67,33,142,74,68,30,140,49,17,66,22,13,74,27,92,45,47,114,48,66,46,54,14,13,5,8,101,43,58,21,89,4,6,40,2,15,49,2,50,29,21,170,91,34,19,18,4,4
55,Terni,32,Terni,55032,550320000061,412,199,213,21,20,20,6,19,34,19,34,32,34,40,32,27,16,12,46,12,14,9,3,11,19,8,19,18,13,21,16,12,7,2,15,9,6,11,3,8,15,11,15,14,21,19,16,15,9,10,31,376,177,199,23,57,104,147,45,10,20,54,71,22,13,37,50,76,23,142,83,59,18,119,63,10,61,21,8,58,42,60,34,26,212,107,105,82,102,28,68,25,43,144,82,62,43,158,11,25,79,3,18,79,8,82,49,33,234,119,69,32,12,1,1
55,Terni,32,Terni,55032,550320000062,114,59,55,5,8,2,6,5,9,6,7,5,10,14,4,5,10,4,14,5,2,2,4,3,7,4,5,1,8,5,3,2,3,1,4,0,6,0,2,2,2,2,2,4,2,9,1,3,7,3,10,101,52,49,2,14,28,47,10,1,6,15,26,4,1,8,13,21,6,39,26,13,11,37,23,7,23,6,4,14,17,21,15,6,43,23,20,13,23,7,5,2,3,38,21,17,4,34,5,2,19,2,2,15,3,18,11,7,53,22,18,5,6,0,2
55,Terni,32,Terni,55032,550320000063,106,52,54,3,2,4,4,8,4,6,5,1,12,6,14,5,5,5,22,3,0,2,1,5,2,3,1,1,5,3,8,1,2,3,12,0,2,2,3,3,2,3,4,0,7,3,6,4,3,2,10,102,49,53,2,11,19,48,22,0,7,10,24,8,2,4,9,24,14,35,23,12,6,54,31,4,27,17,2,27,14,31,20,11,15,4,11,3,7,5,7,2,5,8,2,6,3,11,1,1,3,0,2,8,1,4,3,1,49,18,14,10,5,2,0
55,Terni,32,Terni,55032,550320000064,103,51,52,5,2,4,6,8,3,5,5,6,7,9,8,5,5,6,19,3,1,1,5,4,2,1,3,4,3,5,3,3,2,3,8,2,1,3,1,4,1,4,2,2,4,4,5,2,3,3,11,96,47,49,1,16,17,47,15,0,5,12,21,9,1,11,5,26,6,35,20,15,5,46,28,2,26,12,3,20,16,27,16,11,24,11,13,11,8,5,5,1,4,19,10,9,6,16,2,3,7,1,3,9,1,8,4,4,53,23,20,5,1,4,0
55,Terni,32,Terni,55032,550320000065,552,255,297,21,24,33,19,24,35,37,35,47,75,58,55,25,15,17,32,8,16,18,10,10,14,20,21,14,39,23,31,11,3,6,11,13,8,15,9,14,21,17,14,33,36,35,24,14,12,11,21,513,233,280,15,50,128,220,100,5,26,59,118,25,10,24,69,102,75,275,151,124,70,320,57,37,155,18,33,165,39,228,122,106,105,45,60,29,56,20,50,18,32,55,27,28,8,90,7,5,38,2,3,52,5,47,29,18,287,141,71,43,24,5,3
55,Terni,32,Terni,55032,550320000066,39,14,25,2,2,0,0,0,1,3,3,4,6,0,4,3,2,2,7,2,0,0,0,0,0,2,1,0,3,0,2,2,0,0,2,0,2,0,0,0,1,1,2,4,3,0,2,1,2,2,5,35,12,23,0,8,6,13,8,0,1,2,6,3,0,7,4,7,5,17,8,9,4,23,11,2,10,2,2,13,9,16,8,8,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,27,17,8,2,0,0,0
55,Terni,32,Terni,55032,550320000067,72,45,27,5,1,1,2,5,6,1,3,6,7,8,4,5,5,1,12,2,1,1,2,5,3,1,3,3,7,3,1,5,2,1,5,3,0,0,0,0,3,0,0,3,0,5,3,0,3,0,7,66,42,24,1,11,18,26,10,0,6,13,18,5,1,5,5,8,5,28,18,10,3,18,18,2,14,8,1,4,10,9,6,3,33,21,12,13,16,4,5,0,5,28,21,7,4,29,0,2,19,0,2,10,0,19,12,7,41,24,9,4,2,2,0
55,Terni,32,Terni,55032,550320000068,328,148,180,6,17,10,29,14,10,13,21,24,38,32,27,22,23,12,30,3,8,6,15,7,3,6,10,10,16,15,12,10,10,7,10,3,9,4,14,7,7,7,11,14,22,17,15,12,13,5,20,309,141,168,12,31,75,127,64,7,15,35,62,22,5,16,40,65,42,136,68,68,26,182,60,13,86,26,13,96,34,112,56,56,60,23,37,14,34,12,24,8,16,36,15,21,7,48,5,4,18,1,3,30,4,24,12,12,167,74,47,28,14,4,0
55,Terni,32,Terni,55032,550320000069,434,217,217,18,17,17,11,24,27,23,29,46,45,31,18,34,20,30,44,11,8,12,4,15,15,14,17,23,28,12,10,16,6,12,14,7,9,5,7,9,12,9,12,23,17,19,8,18,14,18,30,400,199,201,10,52,129,154,55,6,26,66,75,26,4,26,63,79,29,145,87,58,32,144,83,23,73,29,9,71,54,76,40,36,175,92,83,57,91,27,52,17,35,123,75,48,20,144,11,8,81,3,12,63,8,69,47,22,214,97,55,39,15,5,3
55,Terni,32,Terni,55032,550320000070,10,5,5,0,0,1,0,0,0,0,0,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,10,5,5,1,1,0,7,1,0,0,0,4,1,1,1,0,3,0,5,3,2,1,6,2,0,3,1,1,3,1,5,3,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2,1,2,0,0,0
55,Terni,32,Terni,55032,550320000073,276,139,137,10,8,12,9,6,18,20,23,17,21,24,23,20,10,13,42,4,3,6,5,3,11,12,14,9,10,14,9,10,6,5,18,6,5,6,4,3,7,8,9,8,11,10,14,10,4,8,24,261,133,128,17,41,67,88,48,9,16,37,50,21,8,25,30,38,27,110,69,41,27,143,61,12,73,27,15,70,34,89,52,37,45,27,18,13,24,8,17,6,11,28,21,7,3,38,4,1,24,2,2,14,2,21,17,4,126,44,43,22,12,5,0
55,Terni,32,Terni,55032,550320000074,186,102,84,12,8,9,5,14,15,10,12,10,20,24,17,8,6,2,14,8,5,6,2,7,10,3,7,5,13,12,10,4,5,1,4,4,3,3,3,7,5,7,5,5,7,12,7,4,1,1,10,167,89,78,7,19,66,65,10,2,8,39,37,3,5,11,27,28,7,61,41,20,9,66,22,6,35,10,3,31,12,35,24,11,89,51,38,35,45,9,29,15,14,60,36,24,20,69,0,13,38,0,7,31,0,26,17,9,101,54,24,14,4,4,1
55,Terni,32,Terni,55032,550320000075,7,5,2,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,5,2,1,0,4,1,1,1,0,2,1,1,0,0,2,0,0,3,3,0,0,6,0,0,5,0,0,1,0,3,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,3,2,0,0,0,0
55,Terni,32,Terni,55032,550320000076,129,69,60,5,2,6,5,4,10,7,10,9,9,15,8,9,5,4,21,3,2,5,3,1,5,4,6,3,6,10,5,5,2,2,7,2,0,1,2,3,5,3,4,6,3,5,3,4,3,2,14,122,64,58,8,15,42,43,14,3,5,26,23,7,5,10,16,20,7,47,29,18,7,53,27,5,30,10,2,23,17,26,15,11,42,24,18,11,26,5,13,5,8,29,19,10,6,33,3,5,18,1,1,15,2,21,14,7,68,34,18,7,8,0,1
55,Terni,32,Terni,55032,550320000078,106,59,47,3,6,3,2,10,8,5,13,7,11,5,8,3,4,5,13,0,3,1,1,7,8,1,8,2,8,3,5,2,1,3,6,3,3,2,1,3,0,4,5,5,3,2,3,1,3,2,7,99,56,43,3,19,32,34,11,1,6,20,23,6,2,13,12,11,5,42,30,12,1,25,21,1,14,10,0,11,11,13,8,5,59,34,25,26,28,5,3,1,2,56,33,23,11,47,1,3,31,0,8,16,1,29,22,7,57,29,16,8,3,0,1
55,Terni,32,Terni,55032,550320000079,106,50,56,4,1,0,2,3,8,4,8,5,5,9,10,11,6,11,19,1,1,0,0,2,5,2,6,2,2,5,3,7,3,6,5,3,0,0,2,1,3,2,2,3,3,4,7,4,3,5,14,101,48,53,3,10,39,38,11,1,4,17,23,3,2,6,22,15,8,37,22,15,1,32,33,0,13,13,1,19,20,16,8,8,40,24,16,14,20,6,16,8,8,24,16,8,4,33,3,2,21,1,2,12,2,21,14,7,65,34,23,6,2,0,0
55,Terni,32,Terni,55032,550320000080,188,93,95,11,14,7,3,5,11,22,18,14,10,14,14,13,9,7,16,7,6,3,2,4,2,13,8,9,6,7,7,6,6,2,5,4,8,4,1,1,9,9,10,5,4,7,7,7,3,5,11,165,82,83,4,17,51,72,21,1,7,23,38,13,3,10,28,34,8,81,46,35,22,92,30,11,50,12,11,42,18,66,35,31,44,20,24,11,28,5,18,6,12,26,14,12,10,32,2,5,14,1,5,18,1,15,11,4,89,44,16,14,9,3,3
55,Terni,32,Terni,55032,550320000081,290,141,149,14,17,17,16,18,11,18,15,27,23,27,25,21,12,11,18,6,7,11,10,10,6,9,4,13,12,15,11,7,7,4,9,8,10,6,6,8,5,9,11,14,11,12,14,14,5,7,9,259,128,131,12,41,79,99,28,4,22,38,49,15,8,19,41,50,13,103,57,46,24,119,39,11,63,19,13,56,20,67,38,29,108,48,60,40,53,15,31,11,20,77,37,40,24,82,2,13,34,1,11,48,1,36,19,17,142,62,46,13,14,6,1
55,Terni,32,Terni,55032,550320000082,113,47,66,4,2,4,9,7,4,8,3,8,6,7,15,8,7,10,11,2,0,0,7,4,3,5,2,3,2,1,4,5,4,2,3,2,2,4,2,3,1,3,1,5,4,6,11,3,3,8,8,108,45,63,4,21,44,35,4,0,8,22,14,1,4,13,22,21,3,25,13,12,10,61,26,2,29,9,8,32,17,20,10,10,16,7,9,4,5,7,4,1,3,12,6,6,0,14,2,0,7,0,0,7,2,5,3,2,50,15,16,13,3,3,0
55,Terni,32,Terni,55032,550320000083,253,117,136,9,9,9,9,11,15,23,11,15,17,12,15,18,13,15,52,4,3,6,5,7,9,12,6,6,10,7,6,7,6,7,16,5,6,3,4,4,6,11,5,9,7,5,9,11,7,8,36,239,112,127,10,35,59,89,46,5,14,31,42,20,5,21,28,47,26,89,58,31,11,98,79,5,51,28,6,47,51,62,39,23,65,33,32,26,33,6,21,10,11,44,23,21,16,48,1,8,24,1,8,24,0,27,19,8,127,63,29,22,8,4,1
55,Terni,32,Terni,55032,550320000084,58,21,37,7,5,3,1,3,4,2,3,6,5,6,0,2,1,2,8,1,1,0,0,1,1,2,1,2,2,4,0,1,0,0,5,6,4,3,1,2,3,0,2,4,3,2,0,1,1,2,3,46,19,27,0,3,15,16,12,0,1,7,5,6,0,2,8,11,6,24,13,11,5,17,8,0,8,4,5,9,4,12,7,5,28,9,19,14,11,3,2,1,1,26,8,18,10,15,3,2,6,1,8,9,2,12,6,6,20,3,5,8,2,0,2
55,Terni,32,Terni,55032,550320000085,131,64,67,3,7,5,4,4,9,7,11,10,13,12,12,7,5,4,18,1,3,3,1,3,5,3,8,8,5,4,5,5,1,1,8,2,4,2,3,1,4,4,3,2,8,8,7,2,4,3,10,122,61,61,7,12,26,46,31,6,2,15,26,12,1,10,11,20,19,60,35,25,14,70,27,6,34,10,8,36,17,48,26,22,20,14,6,5,11,4,2,1,1,18,13,5,1,19,0,1,13,0,0,6,0,12,9,3,74,41,16,11,5,1,0
55,Terni,32,Terni,55032,550320000086,245,118,127,9,13,12,10,11,12,13,19,21,13,20,24,12,16,10,30,4,3,6,9,8,9,6,9,8,6,9,9,7,9,5,11,5,10,6,1,3,3,7,10,13,7,11,15,5,7,5,19,227,112,115,7,34,74,83,29,2,12,39,49,10,5,22,35,34,19,85,45,40,16,97,51,7,54,25,9,43,26,53,29,24,81,32,49,31,38,12,33,11,22,48,21,27,18,58,5,6,26,0,12,32,5,32,16,16,127,55,43,17,9,2,1
55,Terni,32,Terni,55032,550320000087,406,176,230,15,14,23,26,14,18,27,29,27,45,32,33,29,11,20,43,6,5,13,10,7,9,14,10,15,18,13,16,14,6,8,12,9,9,10,16,7,9,13,19,12,27,19,17,15,5,12,31,379,165,214,13,50,112,160,44,5,19,57,70,14,8,31,55,90,30,175,94,81,27,183,71,15,82,25,12,101,46,124,62,62,125,54,71,46,59,20,16,6,10,109,48,61,25,97,3,9,44,1,16,53,2,51,32,19,204,90,61,28,17,6,2
55,Terni,32,Terni,55032,550320000088,124,64,60,3,4,5,12,7,7,5,7,9,9,14,10,11,10,6,5,1,3,4,8,3,4,4,3,7,4,4,3,7,4,3,2,2,1,1,4,4,3,1,4,2,5,10,7,4,6,3,3,118,60,58,2,9,29,46,32,0,5,19,24,12,2,4,10,22,20,52,27,25,11,76,18,7,40,8,4,36,10,47,25,22,19,9,10,7,8,4,0,0,0,19,9,10,1,15,3,1,7,1,0,8,2,5,2,3,58,29,10,11,5,2,1
55,Terni,32,Terni,55032,550320000089,102,50,52,1,3,3,7,5,5,0,2,8,8,12,11,6,4,11,16,0,3,0,5,1,2,0,2,3,3,6,8,2,3,6,6,1,0,3,2,4,3,0,0,5,5,6,3,4,1,5,10,100,49,51,4,6,16,43,31,2,2,6,22,17,2,4,10,21,14,48,26,22,5,50,31,2,26,15,3,24,16,40,23,17,16,7,9,7,8,1,5,1,4,11,6,5,2,14,0,1,6,0,1,8,0,8,3,5,57,28,18,6,5,0,0
55,Terni,32,Terni,55032,550320000090,44,18,26,3,2,3,2,0,1,4,7,5,0,5,3,5,1,1,2,2,0,1,1,0,0,0,4,2,0,1,3,1,0,1,2,1,2,2,1,0,1,4,3,3,0,4,0,4,1,0,0,39,16,23,1,3,10,12,13,0,3,4,6,3,1,0,6,6,10,20,8,12,4,21,4,1,7,3,3,14,1,14,5,9,15,7,8,6,8,1,4,0,4,11,7,4,4,11,0,2,5,0,2,6,0,6,3,3,22,9,8,3,1,0,1
55,Terni,32,Terni,55032,550320000091,62,28,34,4,1,1,3,0,4,4,6,2,4,6,6,7,6,3,5,0,1,0,1,0,4,1,4,0,2,3,3,3,4,1,1,4,0,1,2,0,0,3,2,2,2,3,3,4,2,2,4,57,27,30,1,5,16,22,13,0,2,10,9,6,1,3,6,13,7,32,17,15,6,34,12,1,20,5,5,14,7,26,17,9,10,2,8,0,6,4,2,0,2,8,2,6,0,8,2,0,1,1,0,7,1,6,0,6,38,24,6,6,2,0,0
55,Terni,32,Terni,55032,550320000092,92,38,54,2,3,7,8,6,6,3,3,3,8,11,6,4,6,5,11,2,1,3,2,0,3,2,2,1,3,3,4,2,4,1,5,0,2,4,6,6,3,1,1,2,5,8,2,2,2,4,6,87,35,52,1,8,21,29,28,0,7,7,7,14,1,1,14,22,14,34,14,20,7,47,19,4,19,10,3,28,9,28,12,16,19,5,14,9,7,3,0,0,0,19,5,14,5,11,3,2,3,0,3,8,3,6,2,4,45,18,14,7,5,1,0
55,Terni,32,Terni,55032,550320000093,70,39,31,3,1,2,1,4,3,6,8,3,4,11,7,5,4,1,7,1,1,2,1,2,1,2,7,2,3,4,5,2,2,0,4,2,0,0,0,2,2,4,1,1,1,7,2,3,2,1,3,67,38,29,2,7,13,27,18,1,5,9,14,9,1,2,4,13,9,31,18,13,4,37,12,2,18,6,2,19,6,27,14,13,17,13,4,4,11,2,3,2,1,14,11,3,2,15,0,2,11,0,0,4,0,4,4,0,36,17,11,5,3,0,0
55,Terni,32,Terni,55032,550320000094,27,11,16,2,3,3,0,0,0,2,2,3,3,3,2,0,0,2,2,1,2,1,0,0,0,0,1,1,2,1,1,0,0,1,0,1,1,2,0,0,0,2,1,2,1,2,1,0,0,1,2,23,8,15,2,3,2,10,6,0,1,2,3,2,2,2,0,7,4,11,5,6,3,10,4,1,4,1,2,6,3,9,4,5,10,5,5,5,4,1,4,1,3,6,4,2,5,5,0,3,2,0,2,3,0,2,1,1,12,6,3,0,1,1,1
55,Terni,32,Terni,55032,550320000095,55,23,32,2,2,7,3,3,2,2,3,5,4,8,2,1,3,3,5,2,0,2,0,1,1,2,0,2,2,5,2,0,0,3,1,0,2,5,3,2,1,0,3,3,2,3,0,1,3,0,4,51,21,30,3,8,14,14,12,2,1,5,6,7,1,7,9,8,5,20,13,7,3,20,11,1,11,4,2,9,7,12,9,3,21,7,14,11,9,1,0,0,0,21,7,14,8,13,0,3,4,0,5,9,0,8,4,4,24,11,5,3,3,1,1
55,Terni,32,Terni,55032,550320000096,104,42,62,2,4,9,10,5,5,2,4,4,12,11,10,3,7,1,15,0,4,3,4,2,3,0,2,1,5,7,5,0,3,0,3,2,0,6,6,3,2,2,2,3,7,4,5,3,4,1,12,98,38,60,4,12,22,36,24,1,5,9,15,8,3,7,13,21,16,43,21,22,11,57,20,6,26,5,5,31,15,39,18,21,16,5,11,7,6,3,3,0,3,13,5,8,4,9,3,1,3,1,3,6,2,4,3,1,49,22,10,9,6,1,1
55,Terni,32,Terni,55032,550320000097,122,58,64,8,6,9,7,8,7,12,3,5,9,13,12,5,5,2,11,6,2,4,4,7,2,6,1,3,2,6,9,1,2,0,3,2,4,5,3,1,5,6,2,2,7,7,3,4,3,2,8,109,50,59,6,15,39,30,19,1,9,22,9,9,5,6,17,21,10,48,26,22,5,29,14,4,14,5,1,15,9,17,7,10,74,35,39,33,33,8,14,2,12,60,33,27,18,52,4,8,27,0,10,25,4,31,19,12,55,25,15,5,5,1,4
55,Terni,32,Terni,55032,550320000098,39,17,22,0,3,4,1,2,0,1,2,7,7,1,1,1,1,3,5,0,1,2,0,2,0,0,2,5,2,1,0,0,1,1,0,0,2,2,1,0,0,1,0,2,5,0,1,1,0,2,5,38,17,21,3,6,5,13,11,1,2,1,8,5,2,4,4,5,6,17,9,8,5,20,7,2,11,1,3,9,6,14,8,6,7,3,4,2,3,2,1,0,1,6,3,3,2,3,2,1,1,1,1,2,1,3,1,2,20,10,3,5,2,0,0
55,Terni,32,Terni,55032,550320000099,67,36,31,3,2,1,3,6,3,7,4,7,3,5,6,2,3,4,8,0,2,0,2,2,2,4,3,3,1,4,3,0,3,2,5,3,0,1,1,4,1,3,1,4,2,1,3,2,0,2,3,62,34,28,1,6,20,19,16,0,2,14,11,7,1,4,6,8,9,23,11,12,6,39,15,2,22,10,4,17,5,20,10,10,7,2,5,1,5,1,2,0,2,5,2,3,0,7,0,0,2,0,0,5,0,3,1,2,41,24,9,7,1,0,0
55,Terni,32,Terni,55032,550320000100,27,18,9,0,0,3,2,0,1,2,0,0,4,6,1,3,2,1,2,0,0,3,1,0,0,2,0,0,2,4,1,2,1,0,2,0,0,0,1,0,1,0,0,0,2,2,0,1,1,1,0,27,18,9,1,2,8,10,6,1,2,5,6,4,0,0,3,4,2,11,8,3,3,18,5,3,11,3,0,7,2,10,7,3,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,15,8,3,3,1,0,0
55,Terni,32,Terni,55032,550320000101,138,78,60,4,9,4,4,5,10,17,13,13,12,14,9,4,4,3,13,2,3,4,4,1,7,10,8,10,4,6,7,3,2,1,6,2,6,0,0,4,3,7,5,3,8,8,2,1,2,2,7,128,74,54,7,7,31,51,32,5,5,22,24,18,2,2,9,27,14,67,41,26,13,65,20,7,32,9,6,33,11,47,25,22,40,30,10,10,29,1,2,1,1,38,29,9,4,36,0,2,28,0,2,8,0,20,16,4,69,36,12,12,6,1,2
55,Terni,32,Terni,55032,550320000102,15,5,10,0,1,1,1,1,1,1,1,0,1,1,3,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,3,1,0,0,1,15,5,10,2,1,4,4,4,0,1,2,0,2,2,0,2,4,2,7,3,4,2,10,2,1,2,1,1,8,1,6,2,4,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,9,6,1,1,1,0,0
55,Terni,32,Terni,55032,550320000103,106,45,61,2,3,5,5,3,5,2,8,8,6,9,13,10,5,5,17,1,2,4,2,2,4,1,4,4,2,3,6,2,2,2,4,1,1,1,3,1,1,1,4,4,4,6,7,8,3,3,13,101,42,59,4,13,18,43,23,1,6,10,13,12,3,7,8,30,11,45,19,26,7,51,26,5,24,7,2,27,19,34,15,19,22,9,13,4,15,3,7,2,5,15,7,8,3,18,1,2,6,1,1,12,0,11,4,7,64,40,10,11,2,1,0
55,Terni,32,Terni,55032,550320000104,62,29,33,3,2,0,4,0,2,3,2,7,6,3,3,3,4,10,10,2,2,0,0,0,1,1,0,5,4,2,2,0,2,5,3,1,0,0,4,0,1,2,2,2,2,1,1,3,2,5,7,57,25,32,2,8,14,26,7,0,2,4,17,2,2,6,10,9,5,19,10,9,5,26,24,4,13,10,1,13,14,16,10,6,7,2,5,1,6,0,0,0,0,7,2,5,0,7,0,0,2,0,0,5,0,3,0,3,29,11,9,5,3,1,0
55,Terni,32,Terni,55032,550320000105,82,40,42,4,2,3,7,4,5,3,3,4,6,8,11,0,10,1,11,3,1,3,4,2,2,1,3,2,1,4,4,0,5,1,4,1,1,0,3,2,3,2,0,2,5,4,7,0,5,0,7,76,36,40,2,5,15,34,20,0,2,9,17,8,2,3,6,17,12,27,14,13,4,41,22,4,19,10,0,22,12,21,10,11,15,7,8,8,6,1,4,2,2,11,5,6,5,10,0,3,4,0,2,6,0,6,4,2,42,20,11,5,5,1,0
55,Terni,32,Terni,55032,550320000106,74,53,21,0,2,3,1,2,11,7,3,12,10,8,4,6,2,1,2,0,1,3,1,1,10,4,2,10,6,5,3,4,0,1,2,0,1,0,0,1,1,3,1,2,4,3,1,2,2,0,0,72,52,20,0,4,18,33,17,0,3,15,24,10,0,1,3,9,7,35,29,6,3,26,4,3,20,3,0,6,1,16,14,2,41,27,14,10,26,5,8,2,6,33,25,8,2,38,1,1,26,0,1,12,1,19,15,4,45,30,7,6,1,0,1
55,Terni,32,Terni,55032,550320000107,118,56,62,5,3,5,3,8,7,4,9,12,17,8,13,8,6,2,8,4,1,1,2,2,3,2,5,8,8,6,5,2,2,1,4,1,2,4,1,6,4,2,4,4,9,2,8,6,4,1,4,110,51,59,8,9,22,40,31,3,4,9,21,14,5,5,13,19,17,54,28,26,6,60,14,3,30,6,3,30,8,36,19,17,38,17,21,12,19,7,7,3,4,31,14,17,7,29,2,3,13,1,4,16,1,18,9,9,68,39,15,8,5,1,0
55,Terni,32,Terni,55032,550320000108,212,98,114,11,9,5,8,13,9,7,19,18,18,22,17,11,9,12,24,6,6,3,5,10,3,4,8,9,7,8,9,5,2,6,7,5,3,2,3,3,6,3,11,9,11,14,8,6,7,6,17,195,88,107,6,12,28,87,62,2,3,13,42,28,4,9,15,45,34,89,47,42,19,115,45,12,56,15,7,59,30,77,41,36,33,15,18,14,16,3,11,3,8,22,12,10,6,27,0,3,12,0,3,15,0,12,6,6,119,67,24,18,8,1,1
55,Terni,32,Terni,55032,550320000109,129,61,68,2,0,14,6,1,5,7,7,8,9,16,12,6,3,5,28,0,0,7,3,1,3,4,1,5,4,5,8,3,1,3,13,2,0,7,3,0,2,3,6,3,5,11,4,3,2,2,15,127,61,66,3,16,27,40,41,3,7,13,22,16,0,9,14,18,25,57,27,30,13,70,36,7,35,17,6,35,19,51,26,25,10,2,8,4,5,1,7,2,5,3,0,3,3,7,0,0,2,0,3,5,0,6,1,5,74,40,19,10,4,1,0
55,Terni,32,Terni,55032,550320000111,27,12,15,1,2,1,1,0,0,4,3,3,3,2,3,1,0,3,0,1,2,1,1,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,4,2,2,1,1,2,1,0,2,0,24,9,15,0,1,3,7,13,0,1,1,5,2,0,0,2,2,11,16,5,11,4,20,3,4,7,1,0,13,2,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6,0,0,0,1
55,Terni,32,Terni,55032,550320000112,32,12,20,1,0,0,0,0,3,5,3,5,2,2,1,1,5,1,3,1,0,0,0,0,1,2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,2,3,2,3,1,1,1,1,4,0,2,31,11,20,0,1,7,18,5,0,0,3,7,1,0,1,4,11,4,16,6,10,0,12,8,0,5,3,0,7,5,7,3,4,12,4,8,1,8,3,3,0,3,9,4,5,1,10,1,1,3,0,0,7,1,9,3,6,24,17,6,1,0,0,0
55,Terni,32,Terni,55032,550320000113,60,27,33,4,4,1,1,2,4,7,6,2,3,3,7,7,4,4,1,1,1,0,0,0,0,4,5,1,2,1,3,4,3,2,0,3,3,1,1,2,4,3,1,1,1,2,4,3,1,2,1,54,25,29,2,2,9,29,12,0,1,6,11,7,2,1,3,18,5,25,10,15,2,28,9,0,15,5,2,13,4,16,7,9,21,7,14,10,9,2,7,2,5,14,5,9,7,14,0,2,5,0,5,9,0,9,3,6,32,19,6,2,3,1,1
55,Terni,32,Terni,55032,550320000114,55,27,28,2,1,0,3,2,5,5,7,4,7,3,3,5,2,0,6,0,0,0,2,0,2,4,5,4,2,1,1,1,2,0,3,2,1,0,1,2,3,1,2,0,5,2,2,4,0,0,3,52,27,25,2,3,13,21,13,1,1,9,9,7,1,2,4,12,6,29,17,12,1,32,8,0,12,5,1,20,3,19,8,11,14,10,4,4,10,0,4,3,1,10,7,3,2,12,0,0,10,0,2,2,0,10,9,1,33,19,9,2,3,0,0
55,Terni,32,Terni,55032,550320000115,22,12,10,0,1,4,0,1,1,1,1,0,2,4,2,1,0,1,3,0,1,3,0,0,0,1,0,0,2,2,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,2,1,1,0,0,2,22,12,10,1,2,4,7,8,1,1,3,3,4,0,1,1,4,4,10,6,4,4,11,4,3,5,2,1,6,2,8,5,3,3,2,1,1,2,0,0,0,0,3,2,1,1,2,0,1,1,0,0,1,0,2,1,1,9,2,2,4,1,0,0
55,Terni,32,Terni,55032,550320000116,37,16,21,4,2,0,2,2,2,3,1,1,1,3,3,3,2,1,7,3,1,0,1,0,0,1,0,1,1,1,1,1,2,0,3,1,1,0,1,2,2,2,1,0,0,2,2,2,0,1,4,31,12,19,0,2,2,14,13,0,0,1,6,5,0,2,1,8,8,13,6,7,5,17,10,4,6,5,1,11,5,11,5,6,5,1,4,2,2,1,4,1,3,1,0,1,1,4,0,0,1,0,1,3,0,2,1,1,18,9,5,0,2,2,0
