X2016.11.02,X2016.12.01,X2017.01.01,X2017.02.01,X2017.03.01,X2017.04.01,X2017.05.01,X2017.06.01,X2017.07.01,X2017.08.01,X2017.09.01,X2017.10.01,X2017.11.01,X2017.12.01,X2018.01.01,pt_misura$Site
0.19338242384720217,0.12373727483523152,0.08255817091845896,0.08614006636434057,0.11766589024454732,0.14660842360646115,0.11311396956443788,0.07106172116054746,0.05348125992086454,0.05410831687930093,0.07348346275413471,0.08734885621763598,0.07495282559650375,0.053523920490171,0.04341380828679647,RI
0.2833793228597375,0.2266858331964346,0.19443604417439908,0.19787124186585853,0.23190500559864072,0.2969535332972889,0.32771039930945733,0.3067053789588607,0.26345756538422765,0.26339660275011917,0.29244709274294856,0.29451047255536594,0.24396662376978892,0.17596030155049458,0.13687047241965972,MA
0.0502830689950875,0.04567668891293496,0.04110586761147057,0.03999549909896022,0.03970765327544104,0.04068512123770022,0.03943376949745352,0.03581574282608186,0.03233830794106016,0.03445542086866858,0.04336368981294997,0.04813260282028077,0.05028013054429541,0.04236588160160273,0.03589925182450572,FA
0.0604627016819792,0.04783375821181375,0.04126894621522401,0.0415103437122086,0.04520663601612597,0.05415804435173852,0.05906950184887147,0.05612754651355808,0.05139477066789357,0.04812235715156742,0.05677028620835051,0.06138733622882965,0.05919216343719544,0.04742747387696919,0.03494658804392275,GI
0.21811209309047885,0.18433905528592212,0.16391168323478528,0.15834630245608944,0.15699208784316268,0.16945089105516672,0.1799227243236133,0.18981243279895613,0.2146851565369538,0.2306003067961761,0.26268125156206745,0.24020922831658809,0.21731729025287289,0.16273081605721798,0.13501144397338585,FR
0.08971541767463799,0.07465175579052177,0.05861746861088311,0.0573779281185125,0.06652317705709393,0.08048853746098185,0.07804820400613179,0.07474645896671861,0.07974294801909748,0.07572363054661375,0.0898608592895246,0.08913542680230431,0.0659471894279214,0.04630365976798489,0.03676252182092131,CB
0.21149038287242955,0.20476994274100307,0.18545298007164343,0.18119318134535436,0.18822619093223425,0.2088331557093081,0.21073692471482097,0.1916362974132363,0.1758650128243574,0.18680060727939263,0.21800177574998045,0.21165952351393885,0.2057547266300682,0.1863238180173968,0.175536684404882,PI
0.13752781317761822,0.13035137497720128,0.11930158217102628,0.11424945828806628,0.11072036113288232,0.10561279094694756,0.09142409222117266,0.07705608748326172,0.07405081783114366,0.0759197492698759,0.0984641683064193,0.11034602411455532,0.11906560195750406,0.1162977984406616,0.09945229529962464,BR
0.036766856448043,0.03136412822554121,0.02827076400235195,0.02971514201290639,0.03665655207288052,0.05238352257417448,0.06181054216368856,0.06048622692170154,0.05446608154502298,0.04842396180411534,0.0507340561372361,0.04682029348398957,0.04129851337802912,0.03723623863845205,0.02268735427876111,AR
0.00958202083395029,0.00964749178777999,0.00907894811127671,0.00881131273322905,0.00881642715132666,0.00981618470978833,0.01078094329518088,0.01140051996606378,0.01357674785269588,0.01298707782599073,0.01306741782576801,0.01307480857107651,0.01169620402807684,0.00963442079101943,0.00636138335077093,CR
0.21639965993834528,0.1985117730671274,0.18817094475563084,0.18769032139863287,0.19187809667949168,0.2016637288273445,0.21024132217413613,0.20993172776752284,0.19575044584859697,0.1894939124451152,0.21028631817283375,0.21555697191240533,0.21068765240056175,0.1931952392921916,0.17679188450889863,HG
0.17971697882963236,0.15659144959658727,0.14258366370380954,0.14014381836114945,0.143291134440779,0.16840507287061077,0.1929584115893505,0.1967463930533535,0.19053555319578144,0.1990381670130909,0.22595662274665532,0.22204228155529016,0.19731127901066992,0.1579755426052658,0.1325012009976239,SA
0.0929872290244592,0.12077843056725604,0.10944917685086174,0.1045506300058748,0.11161109412488128,0.12320504477247596,0.123790909328631,0.10791470208072236,0.0935635736597968,0.1053576007778091,0.12530647352337837,0.12985953581386378,0.14316005360867295,0.12265907533200723,0.102286799522782,PV
0.3296171582236303,0.3185108958134771,0.2932574979794425,0.3004260503338369,0.34959335872830627,0.4169112748606911,0.40961615735009393,0.36815559560193695,0.34719919864941573,0.3715515510080246,0.4235318140360896,0.4244837707231165,0.3743323555122541,0.29108779284291425,0.24143162098135695,LG
0.04390457668178614,0.03825576482113215,0.03466887195024575,0.03589047534658404,0.04248815226472957,0.05256764229685443,0.05681225317500226,0.05693664601809339,0.05655767342701939,0.05803485194571723,0.06228731713263082,0.05979228607964029,0.0528115507627733,0.03858012499993743,0.02542189419522526,CZ
0.05720507327764194,0.05866971983811647,0.06211458797795124,0.06587838741299121,0.06971975631695283,0.06826861596445352,0.06368185344370597,0.0643816084594536,0.06401444136016918,0.06506750194140212,0.07283204414769981,0.08185802558360096,0.09350264884575278,0.08407224906957046,0.0691374432572874,HV
0.01147752709522881,0.01356479070532466,0.01292569616469501,0.01197008902367584,0.01132270862250483,0.01063338988859124,0.00932230544654286,0.00821528389091823,0.00933748139835767,0.01116336115559203,0.01142346561544565,0.01102762070778143,0.01149318155049431,0.01081222481099592,0.00795575496404539,UC
0.15285099541440353,0.14970531143775256,0.13827693872024777,0.1396222976386112,0.15862977997792108,0.1877221542061472,0.2032965686587638,0.20319319561175772,0.1877308056204625,0.19625809650063852,0.20870982328382193,0.20994434992330335,0.2053500709951715,0.15477825885476582,0.11900828112302717,CA
0.06316022808657888,0.06771514186976775,0.07790223810718291,0.08168789510964417,0.08312564289533636,0.08978021941705568,0.09223433485151164,0.086866701924656,0.08143356441934076,0.0848329187112136,0.11014114537586768,0.10522582224285644,0.0794717012025002,0.0678092813982706,0.05614602008152158,CO
0.06892612373695109,0.07195436314641535,0.08520362447778888,0.09647417028492454,0.10768660135556664,0.1335388480433747,0.1492740448411496,0.14915022217033858,0.14035773378028008,0.134090629180842,0.12751583439856373,0.12361375664477237,0.13339391394369016,0.11863974536230423,0.09214433886913892,RO
0.07409604625383018,0.07401031021685556,0.0740076459902064,0.0802335854390181,0.09315452810306248,0.10725780665414052,0.11455432827986012,0.11698349861799624,0.11393104120827374,0.11491534684188244,0.126343442282765,0.1332028420181589,0.13275091394780758,0.09940142963824564,0.07472035011457766,OB
0.16589577744056258,0.16590318605668783,0.16612910020995011,0.18055811573688835,0.2226029682537676,0.27789792627377136,0.24489858780607748,0.1711447444229319,0.14405187956765086,0.15899936555411312,0.2416118752346608,0.2750039762172161,0.2649424896398611,0.20701192424752277,0.16701731466956166,PR
0.3112996661368635,0.3117774662214745,0.3170788892448552,0.3377200035457519,0.38261001154293994,0.44704555713668515,0.46297052448928255,0.4351082383742811,0.4001990163488399,0.3792712834960256,0.3871913878081299,0.3903838600966606,0.40366012022385495,0.3684908173427022,0.3138592647292476,CP
