25,50,75,100,200,site
70.52631578947368,66.76923076923077,60,52.44904458598726,34.80365659777424,RI
29.5,14.423076923076923,11.72316384180791,12.51602564102564,23.03184713375796,MA
71.25,85.1875,88.02272727272727,88.02215189873418,88.09777424483306,FA
100,90.79746835443038,76.71910112359551,69.76190476190476,66.97133757961784,GI
10.857142857142858,21.772151898734176,18.73446327683616,19.143312101910823,17.277290836653385,FR
95.83333333333331,92.0125,79.75287356321839,65.0732484076433,39.12898089171974,CB
25.42105263157895,44.85,43.40571428571429,36.58860759493671,33.11914217633042,PI
97.21052631578948,78.71794871794872,63.09142857142857,57.69206349206349,61.752782193958666,BR
92.72222222222224,83.1923076923077,79.91279069767442,69.49367088607595,45.80701754385965,AR
100,98.53846153846152,95.99435028248588,95.66349206349206,89.9315831344471,CR
27.285714285714285,32.608108108108105,42.51412429378531,44.541666666666664,43.884,HG
24.105263157894736,34.717948717948715,41.05681818181818,45.9297124600639,51.15366242038217,SA
75.6842105263158,62.67948717948718,57.666666666666664,54.458333333333336,64.3784,PV
0,0,2.903954802259887,3.532051282051282,10.784,LG
89.16666666666667,77.32051282051282,78.36627906976744,76.4,72.92191235059761,CZ
100,90.475,81.54857142857144,79.76433121019109,84.78035143769968,HV
97.38095238095238,98.012987012987,97.6685393258427,95.46325878594249,91.15003990422984,UC
56,50.225,50.13559322033898,52.32492113564669,60.41686555290374,CA
99.58823529411764,82.9113924050633,76.05113636363636,75.74367088607595,66.36155063291139,CO
25,40.80769230769231,49.63068181818182,58.38019169329073,77.47850318471338,RO
58.10526315789474,57.08641975308642,56.565714285714286,53.1015873015873,46.70199203187251,OB
20.4,21.185185185185187,27.852272727272727,33.58227848101266,43.228934817170114,PR
0,3.6962025316455698,8.322033898305085,7.663492063492064,13.418326693227092,CP
