site,200
AR,410
BR,883
CA,1290
CB,8
CO,1066
CP,9
CR,31
CZ,1501
FA,72
FR,37
GI,32
HG,54
HV,1484
LG,321
MA,4
OB,598
PI,1105
PR,115
PV,1990
RI,3
RO,206
SA,933
UC,1542
