site,25
AR,3
BR,3
CA,13
CB,0
CO,27
CP,0
CR,0
CZ,35
FA,1
FR,1
GI,0
HG,1
HV,3
LG,0
MA,0
OB,14
PI,24
PR,0
PV,16
RI,0
RO,4
SA,26
UC,6
