site,50
AR,15
BR,20
CA,58
CB,0
CO,93
CP,0
CR,2
CZ,155
FA,4
FR,14
GI,2
HG,6
HV,62
LG,1
MA,0
OB,42
PI,99
PR,4
PV,74
RI,0
RO,19
SA,95
UC,42
