site,75
AR,35
BR,61
CA,157
CB,1
CO,206
CP,1
CR,5
CZ,323
FA,10
FR,26
GI,6
HG,13
HV,165
LG,2
MA,0
OB,79
PI,216
PR,12
PV,178
RI,0
RO,32
SA,168
UC,136
