Site,area
AR,621.46273429133
BR,1700.81567655411
CA,3323.00667858406
CB,890.085525527655
CO,7152.6738178127
CR,899.292899423279
CZ,2311.26463674236
FA,1043.81227164506
GI,427.848491605371
HG,3082.66158781108
HV,2614.8437051574
LG,899.857073641848
MA,1431.12245240249
OB,1476.89014613256
PR,567.686566706747
PV,2408.99752030615
RI,3276.22393972427
RO,1249.05595380813
SA,6894.82184290653
UC,1603.38549692929
