Site,area
BR,251.076425861567
CA,966.075469565811
CB,267.476412912831
CO,313.182636627927
CR,273.476165817934
CZ,69.1477914887946
FA,268.809337366372
HG,1002.76609480148
HV,326.54939879803
LG,280.352743338794
MA,186.239236803725
OB,413.047561205924
PV,244.444296413101
RI,729.960592852207
SA,422.035972161219
