x,y,value
793303.4905844036,4721650.498437681,3.7262848356522196
793402.573153211,4721650.498437681,5.155018858586288
793501.6557220183,4721650.498437681,6.892657679215882
793600.7382908256,4721650.498437681,7.637312448272368
793699.820859633,4721650.498437681,5.170096903216287
793798.9034284403,4721650.498437681,6.17965465550512
793897.9859972477,4721650.498437681,7.593160444604385
793997.068566055,4721650.498437681,7.06494322774804
794096.1511348623,4721650.498437681,9.054768997091655
794195.2337036697,4721650.498437681,9.718488559925815
794294.316272477,4721650.498437681,11.446869680554254
794393.3988412843,4721650.498437681,11.737898267378014
794492.4814100917,4721650.498437681,10.311675545994651
794591.563978899,4721650.498437681,11.086370965595114
794690.6465477064,4721650.498437681,11.448576122051737
794789.7291165137,4721650.498437681,12.213335590067608
794888.811685321,4721650.498437681,5.9811926952513605
794987.8942541284,4721650.498437681,5.045678198492196
795086.9768229357,4721650.498437681,5.029709613633234
795186.0593917432,4721650.498437681,7.493034487177076
795285.1419605504,4721650.498437681,11.502591454654228
795384.2245293577,4721650.498437681,13.650056027673783
795483.3070981652,4721650.498437681,13.585839596607036
795582.3896669724,4721650.498437681,19.722234555020172
795681.4722357797,4721650.498437681,15.550594918302512
795780.5548045872,4721650.498437681,14.839073840613779
795879.6373733944,4721650.498437681,14.75981249264354
795978.7199422019,4721650.498437681,7.0320763787350895
796077.8025110092,4721650.498437681,5.146506007898558
796176.8850798164,4721650.498437681,37.91371169916282
796275.9676486239,4721650.498437681,9.307107958464082
796375.0502174312,4721650.498437681,8.968677690712436
796474.1327862386,4721650.498437681,9.61901594511187
796573.2153550459,4721650.498437681,39.6630737965453
796672.2979238532,4721650.498437681,9.52272085768068
796771.3804926606,4721650.498437681,9.689118317622816
796870.4630614679,4721650.498437681,7.701607311444278
796969.5456302752,4721650.498437681,5.764683038612017
797068.6281990826,4721650.498437681,11.742059487085104
797167.7107678899,4721650.498437681,12.355728590946374
797266.7933366973,4721650.498437681,41.063441415629484
797365.8759055046,4721650.498437681,4.973207072790133
797464.9584743119,4721650.498437681,9.997853815958388
797564.0410431193,4721650.498437681,7.2444872020273134
797663.1236119266,4721650.498437681,7.549691715701881
797762.206180734,4721650.498437681,11.033166880408615
797861.2887495413,4721650.498437681,7.678483829939657
797960.3713183486,4721650.498437681,10.214251453259761
798059.453887156,4721650.498437681,11.414326156364261
798158.5364559633,4721650.498437681,12.025534855160831
798257.6190247706,4721650.498437681,16.475655285482596
798356.701593578,4721650.498437681,15.843758775494416
798455.7841623853,4721650.498437681,16.803438332347337
798554.8667311927,4721650.498437681,12.204354696022419
798653.9493,4721650.498437681,12.304112877122527
798753.0318688073,4721650.498437681,45.02600960969606
798852.1144376147,4721650.498437681,45.799222321089154
798951.197006422,4721650.498437681,12.58477167477986
799050.2795752294,4721650.498437681,12.672409464263156
799149.3621440367,4721650.498437681,9.049369590846737
799248.444712844,4721650.498437681,50.892450604284015
799347.5272816514,4721650.498437681,11.777448715333266
799446.6098504587,4721650.498437681,11.503780902720672
799545.692419266,4721650.498437681,12.2571858754496
799644.7749880734,4721650.498437681,12.253096031267365
799743.8575568807,4721650.498437681,8.700256020377704
799842.9401256881,4721650.498437681,12.393641235236112
799942.0226944954,4721650.498437681,13.008614525685744
800041.1052633027,4721650.498437681,13.313858792072953
800140.1878321101,4721650.498437681,9.469440330267744
800239.2704009174,4721650.498437681,9.489681844334926
800338.3529697248,4721650.498437681,13.399419010467877
800437.4355385321,4721650.498437681,12.319772881269602
800536.5181073394,4721650.498437681,12.812337725524273
800635.6006761468,4721650.498437681,12.759298395235518
800734.6832449541,4721650.498437681,12.284200681199204
800833.7658137614,4721650.498437681,17.588813508461424
800932.8483825688,4721650.498437681,13.39405542462366
801031.9309513761,4721650.498437681,13.369053731109222
801131.0135201835,4721650.498437681,9.46186089855853
801230.0960889908,4721650.498437681,9.436639913660562
801329.1786577981,4721650.498437681,52.56992383903278
801428.2612266055,4721650.498437681,20.09823895106781
801527.3437954128,4721650.498437681,13.656086922959464
801626.4263642202,4721650.498437681,26.515114130110643
801725.5089330275,4721650.498437681,27.686135296850086
801824.5915018348,4721650.498437681,6.770761304456504
801923.6740706422,4721650.498437681,6.316086956358294
802022.7566394495,4721650.498437681,5.832368682597541
802121.8392082568,4721650.498437681,17.888389937944872
802220.9217770642,4721650.498437681,50.137419800542254
802320.0043458715,4721650.498437681,8.907979105960202
802419.0869146789,4721650.498437681,12.46609026240298
802518.1694834862,4721650.498437681,12.371621272543385
802617.2520522935,4721650.498437681,48.66079651136124
802716.3346211009,4721650.498437681,5.196424720282988
802815.4171899082,4721650.498437681,5.7619600199659455
802914.4997587156,4721650.498437681,11.419729862395853
803013.5823275229,4721650.498437681,47.03895699399806
803112.6648963302,4721650.498437681,46.61401230699862
803211.7474651376,4721650.498437681,46.186742261058114
803310.8300339449,4721650.498437681,45.75728168327705
803409.9126027522,4721650.498437681,45.31971648178052
803508.9951715596,4721650.498437681,44.88034570016693
803608.0777403669,4721650.498437681,44.4393035397625
803707.1603091743,4721650.498437681,10.681930762320794
803806.2428779816,4721650.498437681,12.811579267735885
803905.3254467889,4721650.498437681,6.2432061894294035
804004.4080155963,4721650.498437681,40.01344936452893
793303.4905844036,4721551.947713044,10.152712271649932
793402.573153211,4721551.947713044,5.371120291625086
793501.6557220183,4721551.947713044,11.39890073567726
793600.7382908256,4721551.947713044,9.888595192204265
793699.820859633,4721551.947713044,9.087456761927838
793798.9034284403,4721551.947713044,10.429254271361717
793897.9859972477,4721551.947713044,11.320004780417088
793997.068566055,4721551.947713044,13.893833139583249
794096.1511348623,4721551.947713044,13.133449850980417
794195.2337036697,4721551.947713044,14.041634850615411
794294.316272477,4721551.947713044,11.512617077323211
794393.3988412843,4721551.947713044,14.451461108380537
794492.4814100917,4721551.947713044,14.818585131849897
794591.563978899,4721551.947713044,15.445503306826573
794690.6465477064,4721551.947713044,12.668775773153998
794789.7291165137,4721551.947713044,11.430121806815714
794888.811685321,4721551.947713044,7.555992979771095
794987.8942541284,4721551.947713044,7.460839400227242
795086.9768229357,4721551.947713044,6.339749063979045
795186.0593917432,4721551.947713044,10.495664554329938
795285.1419605504,4721551.947713044,15.385702184573491
795384.2245293577,4721551.947713044,22.535291235536828
795483.3070981652,4721551.947713044,15.720856047966135
795582.3896669724,4721551.947713044,15.521930234785454
795681.4722357797,4721551.947713044,16.04492347371451
795780.5548045872,4721551.947713044,14.653442849267302
795879.6373733944,4721551.947713044,14.34299206875611
795978.7199422019,4721551.947713044,15.829439325618585
796077.8025110092,4721551.947713044,10.334675353930892
796176.8850798164,4721551.947713044,12.376092688304148
796275.9676486239,4721551.947713044,11.773486110487612
796375.0502174312,4721551.947713044,9.20014618234513
796474.1327862386,4721551.947713044,9.627874229422316
796573.2153550459,4721551.947713044,7.14929347913997
796672.2979238532,4721551.947713044,6.682147844983855
796771.3804926606,4721551.947713044,6.87984810056906
796870.4630614679,4721551.947713044,7.855825665358671
796969.5456302752,4721551.947713044,6.102735415570659
797068.6281990826,4721551.947713044,11.24303296031395
797167.7107678899,4721551.947713044,14.840241851062869
797266.7933366973,4721551.947713044,41.57412522478746
797365.8759055046,4721551.947713044,8.008005436141922
797464.9584743119,4721551.947713044,9.278780202749052
797564.0410431193,4721551.947713044,8.075091420816703
797663.1236119266,4721551.947713044,7.8482222792546965
797762.206180734,4721551.947713044,8.074473913411177
797861.2887495413,4721551.947713044,7.86989580882709
797960.3713183486,4721551.947713044,10.533225261072998
798059.453887156,4721551.947713044,10.801554462350582
798158.5364559633,4721551.947713044,11.446806551303663
798257.6190247706,4721551.947713044,13.045414009442812
798356.701593578,4721551.947713044,11.469199450117205
798455.7841623853,4721551.947713044,16.09913920572762
798554.8667311927,4721551.947713044,48.895144005906246
798653.9493,4721551.947713044,17.17640761536399
798753.0318688073,4721551.947713044,16.174957159293232
798852.1144376147,4721551.947713044,12.51512384917689
798951.197006422,4721551.947713044,12.72664348190344
799050.2795752294,4721551.947713044,12.8186902190454
799149.3621440367,4721551.947713044,51.1648511553824
799248.444712844,4721551.947713044,51.49365708644934
799347.5272816514,4721551.947713044,47.03207938900446
799446.6098504587,4721551.947713044,11.353860401461207
799545.692419266,4721551.947713044,12.163010708610033
799644.7749880734,4721551.947713044,17.24759736503717
799743.8575568807,4721551.947713044,12.294589291429666
799842.9401256881,4721551.947713044,12.141113860893322
799942.0226944954,4721551.947713044,12.40604915569837
800041.1052633027,4721551.947713044,13.489128977583084
800140.1878321101,4721551.947713044,7.128146067579882
800239.2704009174,4721551.947713044,7.144336304624212
800338.3529697248,4721551.947713044,13.577627435609369
800437.4355385321,4721551.947713044,12.501336424498565
800536.5181073394,4721551.947713044,50.70934750718369
800635.6006761468,4721551.947713044,9.651891202324805
800734.6832449541,4721551.947713044,9.332372576864605
800833.7658137614,4721551.947713044,17.617882087665716
800932.8483825688,4721551.947713044,17.8829998395844
801031.9309513761,4721551.947713044,13.546858306378992
801131.0135201835,4721551.947713044,9.586421489417107
801230.0960889908,4721551.947713044,7.102507538967987
801329.1786577981,4721551.947713044,18.547046304091236
801428.2612266055,4721551.947713044,14.190457832159556
801527.3437954128,4721551.947713044,15.971824931452252
801626.4263642202,4721551.947713044,25.50354374614053
801725.5089330275,4721551.947713044,24.28437870242018
801824.5915018348,4721551.947713044,6.542597471699522
801923.6740706422,4721551.947713044,6.317791767355677
802022.7566394495,4721551.947713044,6.22660884684338
802121.8392082568,4721551.947713044,17.168853488738833
802220.9217770642,4721551.947713044,12.660574404523992
802320.0043458715,4721551.947713044,12.006779389044873
802419.0869146789,4721551.947713044,11.856305694450842
802518.1694834862,4721551.947713044,12.142005763440753
802617.2520522935,4721551.947713044,16.70059040912503
802716.3346211009,4721551.947713044,5.433545152533957
802815.4171899082,4721551.947713044,5.302883617403733
802914.4997587156,4721551.947713044,47.932476867326294
803013.5823275229,4721551.947713044,47.50579968180698
803112.6648963302,4721551.947713044,47.07035539340891
803211.7474651376,4721551.947713044,46.62645571545033
803310.8300339449,4721551.947713044,46.186742261058114
803409.9126027522,4721551.947713044,45.73286204619654
803508.9951715596,4721551.947713044,45.28344214528251
803608.0777403669,4721551.947713044,5.693204204549097
803707.1603091743,4721551.947713044,8.056556690943708
803806.2428779816,4721551.947713044,6.469865671886778
803905.3254467889,4721551.947713044,12.563237767506978
804004.4080155963,4721551.947713044,38.67708439046009
793303.4905844036,4721453.396988406,10.30715477852958
793402.573153211,4721453.396988406,8.494191068361095
793501.6557220183,4721453.396988406,8.88480444691552
793600.7382908256,4721453.396988406,9.652629833395205
793699.820859633,4721453.396988406,6.836231358251535
793798.9034284403,4721453.396988406,10.743500748413618
793897.9859972477,4721453.396988406,9.066519209393604
793997.068566055,4721453.396988406,8.23857697067812
794096.1511348623,4721453.396988406,15.42936001705878
794195.2337036697,4721453.396988406,13.6158222722251
794294.316272477,4721453.396988406,11.847493146759795
794393.3988412843,4721453.396988406,13.992809596983154
794492.4814100917,4721453.396988406,13.887130929027078
794591.563978899,4721453.396988406,12.794149693420787
794690.6465477064,4721453.396988406,9.718604939296789
794789.7291165137,4721453.396988406,7.164483303649794
794888.811685321,4721453.396988406,4.554715121376513
794987.8942541284,4721453.396988406,8.67822811768323
795086.9768229357,4721453.396988406,8.292820678582206
795186.0593917432,4721453.396988406,15.79270381686052
795285.1419605504,4721453.396988406,15.426265131497166
795384.2245293577,4721453.396988406,15.398700668277543
795483.3070981652,4721453.396988406,16.560220806886424
795582.3896669724,4721453.396988406,16.90832277172285
795681.4722357797,4721453.396988406,17.666042741080357
795780.5548045872,4721453.396988406,14.710195533004603
795879.6373733944,4721453.396988406,11.01308078486085
795978.7199422019,4721453.396988406,16.701236547237276
796077.8025110092,4721453.396988406,16.627710361858544
796176.8850798164,4721453.396988406,11.523656521840001
796275.9676486239,4721453.396988406,9.846884438377172
796375.0502174312,4721453.396988406,10.533450222890142
796474.1327862386,4721453.396988406,7.145548929310986
796573.2153550459,4721453.396988406,7.199079697136557
796672.2979238532,4721453.396988406,6.721668884247579
796771.3804926606,4721453.396988406,10.069162035450839
796870.4630614679,4721453.396988406,11.268789036420062
796969.5456302752,4721453.396988406,7.922535535600684
797068.6281990826,4721453.396988406,9.93636746057034
797167.7107678899,4721453.396988406,13.688806006137959
797266.7933366973,4721453.396988406,44.56981606000862
797365.8759055046,4721453.396988406,15.567835578648674
797464.9584743119,4721453.396988406,33.9576388243123
797564.0410431193,4721453.396988406,14.787219908010368
797663.1236119266,4721453.396988406,10.574191962601168
797762.206180734,4721453.396988406,7.844685575301461
797861.2887495413,4721453.396988406,7.504232134450123
797960.3713183486,4721453.396988406,9.69858186180878
798059.453887156,4721453.396988406,12.530630762153962
798158.5364559633,4721453.396988406,12.529277164425515
798257.6190247706,4721453.396988406,11.699263526926636
798356.701593578,4721453.396988406,11.925472937226909
798455.7841623853,4721453.396988406,8.300807364787302
798554.8667311927,4721453.396988406,12.783459126285075
798653.9493,4721453.396988406,17.73171879175493
798753.0318688073,4721453.396988406,16.341574089653292
798852.1144376147,4721453.396988406,11.9457093462127
798951.197006422,4721453.396988406,12.87011465226212
799050.2795752294,4721453.396988406,51.39753768412219
799149.3621440367,4721453.396988406,51.75545968579243
799248.444712844,4721453.396988406,52.101965790563604
799347.5272816514,4721453.396988406,48.8953579219466
799446.6098504587,4721453.396988406,12.249686734901644
799545.692419266,4721453.396988406,13.377977545441441
799644.7749880734,4721453.396988406,18.97552919329631
799743.8575568807,4721453.396988406,13.510748589995114
799842.9401256881,4721453.396988406,18.64438109812846
799942.0226944954,4721453.396988406,17.617783482545324
800041.1052633027,4721453.396988406,50.824239751751485
800140.1878321101,4721453.396988406,54.32443380585058
800239.2704009174,4721453.396988406,19.379893419721906
800338.3529697248,4721453.396988406,13.760042208364085
800437.4355385321,4721453.396988406,12.673025728906936
800536.5181073394,4721453.396988406,51.45668019059862
800635.6006761468,4721453.396988406,54.6662485320786
800734.6832449541,4721453.396988406,54.65165950701359
800833.7658137614,4721453.396988406,14.900840995868672
800932.8483825688,4721453.396988406,14.341057213170789
801031.9309513761,4721453.396988406,12.873106748588778
801131.0135201835,4721453.396988406,9.712621858736558
801230.0960889908,4721453.396988406,8.294992927271004
801329.1786577981,4721453.396988406,17.71434067472096
801428.2612266055,4721453.396988406,14.134594553880923
801527.3437954128,4721453.396988406,15.074801027236473
801626.4263642202,4721453.396988406,38.038645752944724
801725.5089330275,4721453.396988406,24.982024208870502
801824.5915018348,4721453.396988406,14.036154152410177
801923.6740706422,4721453.396988406,13.228154002495364
802022.7566394495,4721453.396988406,17.115277115286663
802121.8392082568,4721453.396988406,6.373706955599477
802220.9217770642,4721453.396988406,6.153239593223811
802320.0043458715,4721453.396988406,16.753692117125677
802419.0869146789,4721453.396988406,16.08534735272347
802518.1694834862,4721453.396988406,11.592983614128755
802617.2520522935,4721453.396988406,10.912276435460715
802716.3346211009,4721453.396988406,11.419214546690581
802815.4171899082,4721453.396988406,6.205149533155636
802914.4997587156,4721453.396988406,46.958700424222606
803013.5823275229,4721453.396988406,47.96447168957594
803112.6648963302,4721453.396988406,47.51848114915805
803211.7474651376,4721453.396988406,47.06407403730441
803310.8300339449,4721453.396988406,46.60779184813917
803409.9126027522,4721453.396988406,42.538317848489186
803508.9951715596,4721453.396988406,5.098322403995859
803608.0777403669,4721453.396988406,4.905801523576106
803707.1603091743,4721453.396988406,5.110773609333094
803806.2428779816,4721453.396988406,37.64185960856194
803905.3254467889,4721453.396988406,38.53803144355186
804004.4080155963,4721453.396988406,42.311294410030214
793303.4905844036,4721354.846263768,10.464240764438223
793402.573153211,4721354.846263768,6.935817645938398
793501.6557220183,4721354.846263768,6.709235581078423
793600.7382908256,4721354.846263768,4.765449572746663
793699.820859633,4721354.846263768,4.503360250229044
793798.9034284403,4721354.846263768,7.148708331192697
793897.9859972477,4721354.846263768,12.734429454303536
793997.068566055,4721354.846263768,5.493514053966339
794096.1511348623,4721354.846263768,10.410778274554467
794195.2337036697,4721354.846263768,13.19688709517925
794294.316272477,4721354.846263768,8.410717437564275
794393.3988412843,4721354.846263768,6.6428156538367915
794492.4814100917,4721354.846263768,8.930932370270867
794591.563978899,4721354.846263768,7.068741866656922
794690.6465477064,4721354.846263768,7.783352008104628
794789.7291165137,4721354.846263768,4.956593065313133
794888.811685321,4721354.846263768,8.334290753310555
794987.8942541284,4721354.846263768,17.127261500503447
795086.9768229357,4721354.846263768,15.845058046942338
795186.0593917432,4721354.846263768,9.336340030309069
795285.1419605504,4721354.846263768,12.509640892250918
795384.2245293577,4721354.846263768,16.868931976797313
795483.3070981652,4721354.846263768,12.384183442356068
795582.3896669724,4721354.846263768,15.580812391113126
795681.4722357797,4721354.846263768,16.1897547115465
795780.5548045872,4721354.846263768,17.693392347768736
795879.6373733944,4721354.846263768,9.756047951631691
