25,50,75,100,200,site
11.97002274720588,11.97002274719125,11.97002274720105,11.970022747191445,11.970022747191445,AR
20.97612438560012,20.976124385593092,20.97612438559062,20.97612438559062,20.97612438559062,BR
Inf,Inf,Inf,Inf,174.45952048346405,CA
Inf,Inf,Inf,Inf,126.37082097231922,CB
Inf,Inf,Inf,80.01404345764153,80.01404345764153,CO
Inf,Inf,Inf,Inf,Inf,CP
Inf,Inf,Inf,Inf,Inf,CR
Inf,Inf,Inf,Inf,Inf,CZ
Inf,Inf,Inf,87.69342841504024,87.69342841504024,FA
Inf,Inf,Inf,Inf,185.8152281980935,FR
4.84435290136648,4.84435290134651,4.844352901383352,4.844352901383352,4.844352901383352,GI
Inf,36.238870646425866,36.23887064642154,36.23887064642154,36.23887064642154,HG
Inf,Inf,64.51496125958097,64.51496125958097,64.51496125958097,HV
Inf,Inf,Inf,78.03783589221509,78.03783589222846,LG
Inf,Inf,Inf,Inf,129.509903501091,MA
Inf,29.487090469238296,29.48709046922118,29.487090469249036,29.487090469249036,OB
Inf,Inf,Inf,Inf,Inf,PI
9.079672175167683,9.079672175167683,9.079672175167683,9.079672175167683,9.079672175167683,PR
18.77466525161446,18.77466525154568,18.77466525154568,18.77466525154568,18.77466525154568,PV
Inf,40.86593057774956,40.8659305776835,40.86593057769955,40.86593057768258,RI
12.266318577071331,12.26631857709654,12.266318577191727,12.266318577191727,12.266318577191727,RO
Inf,Inf,71.47148459538359,71.47148459531786,71.47148459531786,SA
Inf,Inf,Inf,Inf,Inf,UC
